ID,Language_ID,Concept,Form,Comment,Segments,Source
bibaana_dumu__arm,bibaana_dumu,arm,-kwɔ̂,,,
bibaana_dumu__ashes,bibaana_dumu,ashes,tɔ́,,,
bibaana_dumu__belly,bibaana_dumu,belly,dúmú,,,
bibaana_dumu__bird,bibaana_dumu,bird,ɲúní,,,
bibaana_dumu__blood,bibaana_dumu,blood,-kɛ́là,,,
bibaana_dumu__bone,bibaana_dumu,bone,-kóá,,,
bibaana_dumu__breast,bibaana_dumu,breast,bílù,,,
bibaana_dumu__cloud,bibaana_dumu,cloud,báɣá,,,
bibaana_dumu__dog,bibaana_dumu,dog,-mbwá,,,
bibaana_dumu__ear,bibaana_dumu,ear,-tšwí,,,
bibaana_dumu__egg,bibaana_dumu,egg,ké,,,
bibaana_dumu__eye,bibaana_dumu,eye,-úù,,,
bibaana_dumu__fat,bibaana_dumu,fat,míìlì,,,
bibaana_dumu__feather,bibaana_dumu,feather,-sáà,,,
bibaana_dumu__fire,bibaana_dumu,fire,-mbàá,,,
bibaana_dumu__fish,bibaana_dumu,fish,mbísì,,,
bibaana_dumu__ground,bibaana_dumu,ground,máánù,,,
bibaana_dumu__hair,bibaana_dumu,hair,-mpfúù,,,
bibaana_dumu__head,bibaana_dumu,head,-tšɥí,,,
bibaana_dumu__heart,bibaana_dumu,heart,-kóà,,,
bibaana_dumu__horn,bibaana_dumu,horn,-búɣú,,,
bibaana_dumu__knee,bibaana_dumu,knee,-búɣù,,,
bibaana_dumu__leaf,bibaana_dumu,leaf,-tšúlí džúrì,,,
bibaana_dumu__leg,bibaana_dumu,leg,-kúlú,,,
bibaana_dumu__liver,bibaana_dumu,liver,-ntšɔ́ɣɔ́,,,
bibaana_dumu__louse,bibaana_dumu,louse,ntšyɛ́ná,,,
bibaana_dumu__man,bibaana_dumu,man,lúmè,,,
bibaana_dumu__meat,bibaana_dumu,meat,ɲámá,,,
bibaana_dumu__moon,bibaana_dumu,moon,-ŋgwé,,,
bibaana_dumu__mountain,bibaana_dumu,mountain,byú,,,
bibaana_dumu__mouth,bibaana_dumu,mouth,-ɲɥá,,,
bibaana_dumu__nail,bibaana_dumu,nail,-ndàù,,,
bibaana_dumu__name,bibaana_dumu,name,ŋkúmà,,,
bibaana_dumu__neck,bibaana_dumu,neck,-bɔ́à,,,
bibaana_dumu__night,bibaana_dumu,night,-mfíbá,,,
bibaana_dumu__nose,bibaana_dumu,nose,-mbûm,,,
bibaana_dumu__one,bibaana_dumu,one,-mɔ́,,,
bibaana_dumu__path,bibaana_dumu,path,ndžèlá,,,
bibaana_dumu__person,bibaana_dumu,person,mbúrú/báárá,,,
bibaana_dumu__rain,bibaana_dumu,rain,-mvwálá,,,
bibaana_dumu__root,bibaana_dumu,root,síɣú,,,
bibaana_dumu__sand,bibaana_dumu,sand,-džúlù,,,
bibaana_dumu__skin,bibaana_dumu,skin,-báánà,,,
bibaana_dumu__sleep_n,bibaana_dumu,sleep_n,túà,,,
bibaana_dumu__smoke,bibaana_dumu,smoke,zúú,,,
bibaana_dumu__star,bibaana_dumu,star,-mpfól,,,
bibaana_dumu__stone,bibaana_dumu,stone,ŋkɔ́ɣɔ́nɔ̀,,,
bibaana_dumu__sun,bibaana_dumu,sun,mbúlí,,,
bibaana_dumu__swim,bibaana_dumu,swim,wɔ́bɔ́,,,
bibaana_dumu__tail,bibaana_dumu,tail,-kélá,,,
bibaana_dumu__to_bite,bibaana_dumu,to_bite,tšɥá,,,
bibaana_dumu__to_burn,bibaana_dumu,to_burn,tá mbá,,,
bibaana_dumu__to_come,bibaana_dumu,to_come,zá,,,
bibaana_dumu__to_die,bibaana_dumu,to_die,pfú,,,
bibaana_dumu__to_drink,bibaana_dumu,to_drink,ɲɥá,,,
bibaana_dumu__to_eat,bibaana_dumu,to_eat,dyá,,,
bibaana_dumu__to_fly,bibaana_dumu,to_fly,púɣúmú,,,
bibaana_dumu__to_give,bibaana_dumu,to_give,pá,,,
bibaana_dumu__to_hear,bibaana_dumu,to_hear,zúɔ̀ (zúɣɔ̀),,,
bibaana_dumu__to_kill,bibaana_dumu,to_kill,dúɣú,,,
bibaana_dumu__to_know,bibaana_dumu,to_know,zyábâ,,,
bibaana_dumu__to_say,bibaana_dumu,to_say,lílê,,,
bibaana_dumu__to_see,bibaana_dumu,to_see,mɔ́nɔ̂,,,
bibaana_dumu__to_sit,bibaana_dumu,to_sit,syɔ́ ~ sìɔ́,,,
bibaana_dumu__to_stand,bibaana_dumu,to_stand,-ta minkiri,,,
bibaana_dumu__to_walk,bibaana_dumu,to_walk,ndrwá,,,
bibaana_dumu__tongue,bibaana_dumu,tongue,-límù,,,
bibaana_dumu__tooth,bibaana_dumu,tooth,-ínù,,,
bibaana_dumu__tree,bibaana_dumu,tree,-tí,,,
bibaana_dumu__two,bibaana_dumu,two,-byɛ̀ɛ́,,,
bibaana_dumu__water,bibaana_dumu,water,ɲá,,,
bibaana_dumu__woman,bibaana_dumu,woman,-káárù,,,
south_boma_nkuu_boku__arm,south_boma_nkuu_boku,arm,-kwáʔà,,,
south_boma_nkuu_boku__ashes,south_boma_nkuu_boku,ashes,tɔ̀,,,
south_boma_nkuu_boku__belly,south_boma_nkuu_boku,belly,dúmû,,,
south_boma_nkuu_boku__bird,south_boma_nkuu_boku,bird,ɲɥínî,,,
south_boma_nkuu_boku__blood,south_boma_nkuu_boku,blood,-kélà,,,
south_boma_nkuu_boku__bone,south_boma_nkuu_boku,bone,pfâ,,,
south_boma_nkuu_boku__breast,south_boma_nkuu_boku,breast,bvyɛ́lɔ̀,,,
south_boma_nkuu_boku__cloud,south_boma_nkuu_boku,cloud,bwî,,,
south_boma_nkuu_boku__dog,south_boma_nkuu_boku,dog,-mbwà,,,
south_boma_nkuu_boku__ear,south_boma_nkuu_boku,ear,-tswí,,,
south_boma_nkuu_boku__egg,south_boma_nkuu_boku,egg,kɛ̂,,,
south_boma_nkuu_boku__eye,south_boma_nkuu_boku,eye,-wú,,,
south_boma_nkuu_boku__fat,south_boma_nkuu_boku,fat,(m)ɛ́ɛ́lì,,,
south_boma_nkuu_boku__feather,south_boma_nkuu_boku,feather,sálà,,,
south_boma_nkuu_boku__fire,south_boma_nkuu_boku,fire,-mbàà,,,
south_boma_nkuu_boku__fish,south_boma_nkuu_boku,fish,mbísì,,,
south_boma_nkuu_boku__ground,south_boma_nkuu_boku,ground,máánù,,,
south_boma_nkuu_boku__hair,south_boma_nkuu_boku,hair,mpfúʔù,,,
south_boma_nkuu_boku__head,south_boma_nkuu_boku,head,-tsú,,,
south_boma_nkuu_boku__heart,south_boma_nkuu_boku,heart,kɔ́lɔ̀,,,
south_boma_nkuu_boku__horn,south_boma_nkuu_boku,horn,-ntsyɛ́mù,,,
south_boma_nkuu_boku__knee,south_boma_nkuu_boku,knee,bwɔ̀,,,
south_boma_nkuu_boku__leaf,south_boma_nkuu_boku,leaf,dzwírì,,,
south_boma_nkuu_boku__leg,south_boma_nkuu_boku,leg,-kɔ́lô,,,
south_boma_nkuu_boku__liver,south_boma_nkuu_boku,liver,-ntsɔ́ʔɔ̀,,,
south_boma_nkuu_boku__louse,south_boma_nkuu_boku,louse,ntsínâ,,,
south_boma_nkuu_boku__man,south_boma_nkuu_boku,man,bàʔálà,,,
south_boma_nkuu_boku__meat,south_boma_nkuu_boku,meat,ɲàmâ,,,
south_boma_nkuu_boku__moon,south_boma_nkuu_boku,moon,ntswì,,,
south_boma_nkuu_boku__mountain,south_boma_nkuu_boku,mountain,bvyò,,,
south_boma_nkuu_boku__mouth,south_boma_nkuu_boku,mouth,-ɲɥá,,,
south_boma_nkuu_boku__nail,south_boma_nkuu_boku,nail,-ndzálò,,,
south_boma_nkuu_boku__name,south_boma_nkuu_boku,name,ŋkúmà,,,
south_boma_nkuu_boku__neck,south_boma_nkuu_boku,neck,bɔ̀lɔ̀,,,
south_boma_nkuu_boku__night,south_boma_nkuu_boku,night,-mpfíbâ,,,
south_boma_nkuu_boku__nose,south_boma_nkuu_boku,nose,-mbwɔ́mɔ̀,,,
south_boma_nkuu_boku__one,south_boma_nkuu_boku,one,-mɔ̂,,,
south_boma_nkuu_boku__path,south_boma_nkuu_boku,path,ŋkúlà,,,
south_boma_nkuu_boku__person,south_boma_nkuu_boku,person,mbúrû/bàárû,,,
south_boma_nkuu_boku__rain,south_boma_nkuu_boku,rain,-mbvúlà,,,
south_boma_nkuu_boku__root,south_boma_nkuu_boku,root,símúnû,,,
south_boma_nkuu_boku__sand,south_boma_nkuu_boku,sand,-zéélù,,,
south_boma_nkuu_boku__skin,south_boma_nkuu_boku,skin,-púʔû,,,
south_boma_nkuu_boku__sleep_n,south_boma_nkuu_boku,sleep_n,tɔ́lɔ̀,,,
south_boma_nkuu_boku__smoke,south_boma_nkuu_boku,smoke,yíì,,,
south_boma_nkuu_boku__star,south_boma_nkuu_boku,star,-mpúlú,,,
south_boma_nkuu_boku__stone,south_boma_nkuu_boku,stone,ŋkwáʔànà,,,
south_boma_nkuu_boku__sun,south_boma_nkuu_boku,sun,mbwílî,,,
south_boma_nkuu_boku__swim,south_boma_nkuu_boku,swim,wɔ́bɔ̂,,,
south_boma_nkuu_boku__tail,south_boma_nkuu_boku,tail,kílà,,,
south_boma_nkuu_boku__to_bite,south_boma_nkuu_boku,to_bite,tsɥâ (tswâ),,,
south_boma_nkuu_boku__to_burn,south_boma_nkuu_boku,to_burn,tá mbáà,,,
south_boma_nkuu_boku__to_come,south_boma_nkuu_boku,to_come,yá,,,
south_boma_nkuu_boku__to_die,south_boma_nkuu_boku,to_die,pfâ,,,
south_boma_nkuu_boku__to_drink,south_boma_nkuu_boku,to_drink,ɲɥâ,,,
south_boma_nkuu_boku__to_eat,south_boma_nkuu_boku,to_eat,dyâ,,,
south_boma_nkuu_boku__to_fly,south_boma_nkuu_boku,to_fly,púmɔ̂,,,
south_boma_nkuu_boku__to_give,south_boma_nkuu_boku,to_give,wâ,,,
south_boma_nkuu_boku__to_hear,south_boma_nkuu_boku,to_hear,yɔ́wâ (yâ),,,
south_boma_nkuu_boku__to_kill,south_boma_nkuu_boku,to_kill,dúʔà (dwâ),,,
south_boma_nkuu_boku__to_know,south_boma_nkuu_boku,to_know,zyábâ,,,
south_boma_nkuu_boku__to_say,south_boma_nkuu_boku,to_say,lyɛ́lɛ̂,,,
south_boma_nkuu_boku__to_see,south_boma_nkuu_boku,to_see,mɔ́nɔ̂,,,
south_boma_nkuu_boku__to_see_s2,south_boma_nkuu_boku,to_see,tálâ,,,
south_boma_nkuu_boku__to_sit,south_boma_nkuu_boku,to_sit,syɔ̂,,,
south_boma_nkuu_boku__to_walk,south_boma_nkuu_boku,to_walk,wɛ̀,,,
south_boma_nkuu_boku__to_walk_s2,south_boma_nkuu_boku,to_walk,lùrá,,,
south_boma_nkuu_boku__tongue,south_boma_nkuu_boku,tongue,-límù,,,
south_boma_nkuu_boku__tooth,south_boma_nkuu_boku,tooth,-ínù,,,
south_boma_nkuu_boku__tree,south_boma_nkuu_boku,tree,mbáʔànà,,,
south_boma_nkuu_boku__two,south_boma_nkuu_boku,two,-bvyɛ̌lɛ̂,,,
south_boma_nkuu_boku__water,south_boma_nkuu_boku,water,dyà,,,
south_boma_nkuu_boku__woman,south_boma_nkuu_boku,woman,káárù,,,
boma_nkuu_monkana__arm,boma_nkuu_monkana,arm,-kwɔ́,,,
boma_nkuu_monkana__ashes,boma_nkuu_monkana,ashes,tɔ́,,,
boma_nkuu_monkana__belly,boma_nkuu_monkana,belly,dùúm,,,
boma_nkuu_monkana__bird,boma_nkuu_monkana,bird,ɲǐn,,,
boma_nkuu_monkana__blood,boma_nkuu_monkana,blood,-kɛ́l,,,
boma_nkuu_monkana__bone,boma_nkuu_monkana,bone,-pfá,,,
boma_nkuu_monkana__breast,boma_nkuu_monkana,breast,byɔ̀r,,,
boma_nkuu_monkana__cloud,boma_nkuu_monkana,cloud,bèɣí,,,
boma_nkuu_monkana__dog,boma_nkuu_monkana,dog,-mvá,,,
boma_nkuu_monkana__ear,boma_nkuu_monkana,ear,-tswí,,,
boma_nkuu_monkana__egg,boma_nkuu_monkana,egg,ké,,,
boma_nkuu_monkana__eye,boma_nkuu_monkana,eye,-úú,,,
boma_nkuu_monkana__fat,boma_nkuu_monkana,fat,(my)éér,,,
boma_nkuu_monkana__feather,boma_nkuu_monkana,feather,-sál,,,
boma_nkuu_monkana__fire,boma_nkuu_monkana,fire,-dúʔ,,,
boma_nkuu_monkana__fish,boma_nkuu_monkana,fish,mbír,,,
boma_nkuu_monkana__ground,boma_nkuu_monkana,ground,máà,,,
boma_nkuu_monkana__hair,boma_nkuu_monkana,hair,-mpfû,,,
boma_nkuu_monkana__head,boma_nkuu_monkana,head,-tsɥí,,,
boma_nkuu_monkana__heart,boma_nkuu_monkana,heart,-kɔ́l,,,
boma_nkuu_monkana__horn,boma_nkuu_monkana,horn,-bwɔ́ mpààp,,,
boma_nkuu_monkana__knee,boma_nkuu_monkana,knee,-búɔ̀,,,
boma_nkuu_monkana__leaf,boma_nkuu_monkana,leaf,-ŋkà,,,
boma_nkuu_monkana__leg,boma_nkuu_monkana,leg,-kúúl,,,
boma_nkuu_monkana__liver,boma_nkuu_monkana,liver,-mvǔn,,,
boma_nkuu_monkana__louse,boma_nkuu_monkana,louse,ntsyɛ́n,,,
boma_nkuu_monkana__man,boma_nkuu_monkana,man,bàʔál,,,
boma_nkuu_monkana__meat,boma_nkuu_monkana,meat,ɲǎm,,,
boma_nkuu_monkana__moon,boma_nkuu_monkana,moon,-ŋgẁɔ́n,,,
boma_nkuu_monkana__mountain,boma_nkuu_monkana,mountain,kìrì,,,
boma_nkuu_monkana__mouth,boma_nkuu_monkana,mouth,-ɲɥá,,,
boma_nkuu_monkana__nail,boma_nkuu_monkana,nail,-bàʔ,,,
boma_nkuu_monkana__name,boma_nkuu_monkana,name,dén,,,
boma_nkuu_monkana__neck,boma_nkuu_monkana,neck,-bɔ̀r,,,
boma_nkuu_monkana__night,boma_nkuu_monkana,night,-mpǐp,,,
boma_nkuu_monkana__nose,boma_nkuu_monkana,nose,-mbɔ̂m,,,
boma_nkuu_monkana__one,boma_nkuu_monkana,one,-mɔ́,,,
boma_nkuu_monkana__path,boma_nkuu_monkana,path,nzɛ́l,,,
boma_nkuu_monkana__person,boma_nkuu_monkana,person,mvúr/báár,,,
boma_nkuu_monkana__rain,boma_nkuu_monkana,rain,-mbɛ́l,,,
boma_nkuu_monkana__root,boma_nkuu_monkana,root,ším,,,
boma_nkuu_monkana__sand,boma_nkuu_monkana,sand,-dzéèl,,,
boma_nkuu_monkana__skin,boma_nkuu_monkana,skin,-báá,,,
boma_nkuu_monkana__sleep_n,boma_nkuu_monkana,sleep_n,tɔ́l,,,
boma_nkuu_monkana__smoke,boma_nkuu_monkana,smoke,džá,,,
boma_nkuu_monkana__star,boma_nkuu_monkana,star,-ntsúɣ,,,
boma_nkuu_monkana__stone,boma_nkuu_monkana,stone,ŋkúùn,,,
boma_nkuu_monkana__sun,boma_nkuu_monkana,sun,ntíà,,,
boma_nkuu_monkana__swim,boma_nkuu_monkana,swim,wíʔíb,,,
boma_nkuu_monkana__tail,boma_nkuu_monkana,tail,-kél,,,
boma_nkuu_monkana__to_bite,boma_nkuu_monkana,to_bite,té dùn,,,
boma_nkuu_monkana__to_burn,boma_nkuu_monkana,to_burn,tá dùʔ,,,
boma_nkuu_monkana__to_come,boma_nkuu_monkana,to_come,yá,,,
boma_nkuu_monkana__to_die,boma_nkuu_monkana,to_die,pfá,,,
boma_nkuu_monkana__to_drink,boma_nkuu_monkana,to_drink,ɲɥá,,,
boma_nkuu_monkana__to_eat,boma_nkuu_monkana,to_eat,dzá,,,
boma_nkuu_monkana__to_fly,boma_nkuu_monkana,to_fly,pyɔ̂,,,
boma_nkuu_monkana__to_give,boma_nkuu_monkana,to_give,pá,,,
boma_nkuu_monkana__to_hear,boma_nkuu_monkana,to_hear,lwá,,,
boma_nkuu_monkana__to_kill,boma_nkuu_monkana,to_kill,dɥá,,,
boma_nkuu_monkana__to_know,boma_nkuu_monkana,to_know,yááb,,,
boma_nkuu_monkana__to_say,boma_nkuu_monkana,to_say,líél,,,
boma_nkuu_monkana__to_see,boma_nkuu_monkana,to_see,tál,,,
boma_nkuu_monkana__to_sit,boma_nkuu_monkana,to_sit,ván,,,
boma_nkuu_monkana__to_sit_s2,boma_nkuu_monkana,to_sit,tsɛ̀n,,,
boma_nkuu_monkana__to_walk,boma_nkuu_monkana,to_walk,kè,,,
boma_nkuu_monkana__tongue,boma_nkuu_monkana,tongue,-lím,,,
boma_nkuu_monkana__tooth,boma_nkuu_monkana,tooth,-dún,,,
boma_nkuu_monkana__tree,boma_nkuu_monkana,tree,-tí,,,
boma_nkuu_monkana__two,boma_nkuu_monkana,two,-dyúúr,,,
boma_nkuu_monkana__water,boma_nkuu_monkana,water,ndzà,,,
boma_nkuu_monkana__woman,boma_nkuu_monkana,woman,-káár,,,
north_boma_mpukumbu__all,north_boma_mpukumbu,all,bɛnkyɔ,,,
north_boma_mpukumbu__arm,north_boma_mpukumbu,arm,kɔʀɔ,,,
north_boma_mpukumbu__ashes,north_boma_mpukumbu,ashes,vuɔ́rɔ,,,
north_boma_mpukumbu__bark,north_boma_mpukumbu,bark,epru le mute,,,
north_boma_mpukumbu__belly,north_boma_mpukumbu,belly,ikwuni,,,
north_boma_mpukumbu__big,north_boma_mpukumbu,big,bonɛ,,,
north_boma_mpukumbu__bird,north_boma_mpukumbu,bird,ɲyuní,,,
north_boma_mpukumbu__black,north_boma_mpukumbu,black,twúhu,,,
north_boma_mpukumbu__blood,north_boma_mpukumbu,blood,makyaa,,,
north_boma_mpukumbu__bone,north_boma_mpukumbu,bone,ekpa,,,
north_boma_mpukumbu__breast,north_boma_mpukumbu,breast,íbɛɔ,,,
north_boma_mpukumbu__cloud,north_boma_mpukumbu,cloud,isyɛnɔ,,,
north_boma_mpukumbu__cold,north_boma_mpukumbu,cold,mpyɔ,,,
north_boma_mpukumbu__dog,north_boma_mpukumbu,dog,m̀bvá,,,
north_boma_mpukumbu___to_be_dry,north_boma_mpukumbu,to_be_dry,komíí,,,
north_boma_mpukumbu__ear,north_boma_mpukumbu,ear,itwe,,,
north_boma_mpukumbu__egg,north_boma_mpukumbu,egg,ikye,,,
north_boma_mpukumbu__fat,north_boma_mpukumbu,fat,máli,,,
north_boma_mpukumbu__feather,north_boma_mpukumbu,feather,esahɛ,,,
north_boma_mpukumbu__fire,north_boma_mpukumbu,fire,m̀báa,,,
north_boma_mpukumbu__fish,north_boma_mpukumbu,fish,ntwú,,,
north_boma_mpukumbu__full,north_boma_mpukumbu,full,koŋɲwara,,,
north_boma_mpukumbu__good,north_boma_mpukumbu,good,bovɛ,,,
north_boma_mpukumbu__ground,north_boma_mpukumbu,ground,ǹtɔrɔ,,,
north_boma_mpukumbu__hair,north_boma_mpukumbu,hair,epfu,,,
north_boma_mpukumbu__head,north_boma_mpukumbu,head,mutu,,,
north_boma_mpukumbu__heart,north_boma_mpukumbu,heart,mukohɛ,,,
north_boma_mpukumbu__horn,north_boma_mpukumbu,horn,isiʀi,,,
north_boma_mpukumbu__knee,north_boma_mpukumbu,knee,ibɔhɔ,,,
north_boma_mpukumbu__leaf,north_boma_mpukumbu,leaf,ezíli,,,
north_boma_mpukumbu__liver,north_boma_mpukumbu,liver,epiku,,,
north_boma_mpukumbu__long,north_boma_mpukumbu,long,itɔmɔ,,,
north_boma_mpukumbu__louse,north_boma_mpukumbu,louse,esána,,,
north_boma_mpukumbu__man,north_boma_mpukumbu,man,muziru,,,
north_boma_mpukumbu__many,north_boma_mpukumbu,many,vuki,,,
north_boma_mpukumbu__moon,north_boma_mpukumbu,moon,ŋ̀gɔ́nɔ,,,
north_boma_mpukumbu__mouth,north_boma_mpukumbu,mouth,məna,,,
north_boma_mpukumbu__nail,north_boma_mpukumbu,nail,ɛzae,,,
north_boma_mpukumbu__name,north_boma_mpukumbu,name,zyãna,,,
north_boma_mpukumbu__neck,north_boma_mpukumbu,neck,nkyu,,,
north_boma_mpukumbu__new,north_boma_mpukumbu,new,mbɛhɛ,,,
north_boma_mpukumbu__night,north_boma_mpukumbu,night,vuu,,,
north_boma_mpukumbu__nose,north_boma_mpukumbu,nose,idzue,,,
north_boma_mpukumbu__one,north_boma_mpukumbu,one,-muri,,,
north_boma_mpukumbu__path,north_boma_mpukumbu,path,mbíì,,,
north_boma_mpukumbu__person,north_boma_mpukumbu,person,muo,,,
north_boma_mpukumbu__rain,north_boma_mpukumbu,rain,mbvuɛ,,,
north_boma_mpukumbu__red,north_boma_mpukumbu,red,bəlele,,,
north_boma_mpukumbu__root,north_boma_mpukumbu,root,mulae,,,
north_boma_mpukumbu__sand,north_boma_mpukumbu,sand,zɛlɔ,,,
north_boma_mpukumbu__seed,north_boma_mpukumbu,seed,ebwe,,,
north_boma_mpukumbu__skin,north_boma_mpukumbu,skin,epro,,,
north_boma_mpukumbu__sleep_n,north_boma_mpukumbu,sleep_n,ilɔ,,,
north_boma_mpukumbu__small,north_boma_mpukumbu,small,bokiri,,,
north_boma_mpukumbu__smoke,north_boma_mpukumbu,smoke,muzɪ́a,,,
north_boma_mpukumbu__star,north_boma_mpukumbu,star,muhorɔ,,,
north_boma_mpukumbu__stone,north_boma_mpukumbu,stone,ikɛlí,,,
north_boma_mpukumbu__sun,north_boma_mpukumbu,sun,vúáná,,,
north_boma_mpukumbu__swim,north_boma_mpukumbu,swim,-ɲana,,,
north_boma_mpukumbu__tail,north_boma_mpukumbu,tail,mukæ,,,
north_boma_mpukumbu__to_bite,north_boma_mpukumbu,to_bite,-tána,,,
north_boma_mpukumbu__to_burn,north_boma_mpukumbu,to_burn,-twuma,,,
north_boma_mpukumbu__to_come,north_boma_mpukumbu,to_come,za,,,
north_boma_mpukumbu__to_die,north_boma_mpukumbu,to_die,-kpa,,,
north_boma_mpukumbu__to_drink,north_boma_mpukumbu,to_drink,-ɲwa,,,
north_boma_mpukumbu__to_eat,north_boma_mpukumbu,to_eat,-lɛ,,,
north_boma_mpukumbu__to_fly,north_boma_mpukumbu,to_fly,-peʀebo,,,
north_boma_mpukumbu__to_give,north_boma_mpukumbu,to_give,-pa,,,
north_boma_mpukumbu__to_hear,north_boma_mpukumbu,to_hear,-ɲwaʀa,,,
north_boma_mpukumbu__to_kill,north_boma_mpukumbu,to_kill,-buma,,,
north_boma_mpukumbu__to_know,north_boma_mpukumbu,to_know,-zyaba,,,
north_boma_mpukumbu__to_say,north_boma_mpukumbu,to_say,-bɛhɛ,,,
north_boma_mpukumbu__to_see,north_boma_mpukumbu,to_see,-mɔ,,,
north_boma_mpukumbu__to_sit,north_boma_mpukumbu,to_sit,ta,,,
north_boma_mpukumbu__to_sit_s2,north_boma_mpukumbu,to_sit,ntsí,,,
north_boma_mpukumbu__to_walk,north_boma_mpukumbu,to_walk,-laʀa,,,
north_boma_mpukumbu__tongue,north_boma_mpukumbu,tongue,elumi,,,
north_boma_mpukumbu__tooth,north_boma_mpukumbu,tooth,zinu,,,
north_boma_mpukumbu__tree,north_boma_mpukumbu,tree,mute,,,
north_boma_mpukumbu__two,north_boma_mpukumbu,two,-hɛ,,,
north_boma_mpukumbu__warm_weather,north_boma_mpukumbu,warm_weather,ntɔrɔntɔrɔ,,,
north_boma_mpukumbu__water,north_boma_mpukumbu,water,m̀pɛ́,,,
north_boma_mpukumbu__what,north_boma_mpukumbu,what,na,,,
north_boma_mpukumbu__white,north_boma_mpukumbu,white,bɛhɛ,,,
north_boma_mpukumbu__who,north_boma_mpukumbu,who,ɲdwána,,,
north_boma_mpukumbu__woman,north_boma_mpukumbu,woman,mukaru,,,
north_boma_mbali_iboma__all,north_boma_mbali_iboma,all,bânksɔ̂,,,
north_boma_mbali_iboma__arm,north_boma_mbali_iboma,arm,kɔ́:rhɔ̀,,,
north_boma_mbali_iboma__ashes,north_boma_mbali_iboma,ashes,vùɔ̀rɔ́,,,
north_boma_mbali_iboma__bark,north_boma_mbali_iboma,bark,èpìrò,,,
north_boma_mbali_iboma__belly,north_boma_mbali_iboma,belly,ìkfùní,,,
north_boma_mbali_iboma__big,north_boma_mbali_iboma,big,-nɛ́nɛ̀,,,
north_boma_mbali_iboma__bird,north_boma_mbali_iboma,bird,m̀ɲɔ̀nì,,,
north_boma_mbali_iboma__black,north_boma_mbali_iboma,black,thǔ`,,,
north_boma_mbali_iboma__blood,north_boma_mbali_iboma,blood,màkìlá,,,
north_boma_mbali_iboma__bone,north_boma_mbali_iboma,bone,kèkɔ́:rɔ̀,,,
north_boma_mbali_iboma__breast,north_boma_mbali_iboma,breast,ntwé,,,
north_boma_mbali_iboma__cloud,north_boma_mbali_iboma,cloud,ìsyɔ̀nɔ̀,,,
north_boma_mbali_iboma__cold,north_boma_mbali_iboma,cold,m̀píɔ̀,,,
north_boma_mbali_iboma__dog,north_boma_mbali_iboma,dog,m̀vá,,,
north_boma_mbali_iboma___to_be_dry,north_boma_mbali_iboma,to_be_dry,kòkàlà kúmí,,,
north_boma_mbali_iboma__ear,north_boma_mbali_iboma,ear,ìthuê,,,
north_boma_mbali_iboma__egg,north_boma_mbali_iboma,egg,ìkìyé,,,
north_boma_mbali_iboma__eye,north_boma_mbali_iboma,eye,zí:rù,,,
north_boma_mbali_iboma__fat,north_boma_mbali_iboma,fat,màlí,,,
north_boma_mbali_iboma__feather,north_boma_mbali_iboma,feather,èsálá,,,
north_boma_mbali_iboma__fire,north_boma_mbali_iboma,fire,mbà,,,
north_boma_mbali_iboma__fish,north_boma_mbali_iboma,fish,ntfú,,,
north_boma_mbali_iboma__full,north_boma_mbali_iboma,full,fùlɛ̀,,,
north_boma_mbali_iboma__good,north_boma_mbali_iboma,good,bòvɛ́,,,
north_boma_mbali_iboma__ground,north_boma_mbali_iboma,ground,ntɔ̀rɔ́,,,
north_boma_mbali_iboma__hair,north_boma_mbali_iboma,hair,m̀fú/ɛfú,,,
north_boma_mbali_iboma__head,north_boma_mbali_iboma,head,mùtfú,,,
north_boma_mbali_iboma__heart,north_boma_mbali_iboma,heart,mùkɔ́lɔ̀,,,
north_boma_mbali_iboma__horn,north_boma_mbali_iboma,horn,ìsíké,,,
north_boma_mbali_iboma__knee,north_boma_mbali_iboma,knee,ìbɔ́:,,,
north_boma_mbali_iboma__leaf,north_boma_mbali_iboma,leaf,èsàká,,,
north_boma_mbali_iboma__leg,north_boma_mbali_iboma,leg,kuho,,,
north_boma_mbali_iboma__liver,north_boma_mbali_iboma,liver,èpyókù,,,
north_boma_mbali_iboma__long,north_boma_mbali_iboma,long,bɔ̀lɛ̌,,,
north_boma_mbali_iboma__louse,north_boma_mbali_iboma,louse,nsìànà,,,
north_boma_mbali_iboma__man,north_boma_mbali_iboma,man,mùzîrù,,,
north_boma_mbali_iboma__many,north_boma_mbali_iboma,many,vúkí,,,
north_boma_mbali_iboma__meat,north_boma_mbali_iboma,meat,mùnùghù,,,
north_boma_mbali_iboma__moon,north_boma_mbali_iboma,moon,ŋ̀gɔ̀nɔ̀,,,
north_boma_mbali_iboma__mountain,north_boma_mbali_iboma,mountain,ikúwe,,,
north_boma_mbali_iboma__mouth,north_boma_mbali_iboma,mouth,mùnà,,,
north_boma_mbali_iboma__nail,north_boma_mbali_iboma,nail,kɛ̀bà ké léza̩là,,,
north_boma_mbali_iboma__name,north_boma_mbali_iboma,name,zýá:nà,,,
north_boma_mbali_iboma__neck,north_boma_mbali_iboma,neck,ǹkíɔ́,,,
north_boma_mbali_iboma__new,north_boma_mbali_iboma,new,bôbô,,,
north_boma_mbali_iboma__night,north_boma_mbali_iboma,night,vú:lù,,,
north_boma_mbali_iboma__nose,north_boma_mbali_iboma,nose,ìzúlè,,,
