ID,Language_ID,Concept,Form,Comment,Segments,Source
north_teke_plateaux__mouth,north_teke_plateaux,mouth,oɲwa/eɲwa,,,
north_teke_plateaux__nail,north_teke_plateaux,nail,kɛnkuli/ɛnkuli,,,
north_teke_plateaux__name,north_teke_plateaux,name,nkumi/ankumi,,,
north_teke_plateaux__neck,north_teke_plateaux,neck,nkii/ankii,,,
north_teke_plateaux__new,north_teke_plateaux,new,kepu,,,
north_teke_plateaux__night,north_teke_plateaux,night,lempibi/mpibi,,,
north_teke_plateaux__nose,north_teke_plateaux,nose,yulu/ayulu,,,
north_teke_plateaux__one,north_teke_plateaux,one,kɛmɔ,,,
north_teke_plateaux__path,north_teke_plateaux,path,nzila/anzila,,,
north_teke_plateaux__person,north_teke_plateaux,person,mbulu/baali,,,
north_teke_plateaux__rain,north_teke_plateaux,rain,mvula/amvula,,,
north_teke_plateaux__red,north_teke_plateaux,red,bɛ,,,
north_teke_plateaux__root,north_teke_plateaux,root,okanga/ekanga,,,
north_teke_plateaux__round,north_teke_plateaux,round,yetere,,,
north_teke_plateaux__sand,north_teke_plateaux,sand,dzɛlɛ/adzɛle,,,
north_teke_plateaux__seed,north_teke_plateaux,seed,nsa,,,
north_teke_plateaux__skin,north_teke_plateaux,skin,kɛbana/ɛbana,,,
north_teke_plateaux__sleep_n,north_teke_plateaux,sleep_n,tɔlɔ,,,
north_teke_plateaux__small,north_teke_plateaux,small,kikini,,,
north_teke_plateaux__smoke,north_teke_plateaux,smoke,yuy/ayuy,,,
north_teke_plateaux__star,north_teke_plateaux,star,ɲeli,,,
north_teke_plateaux__stone,north_teke_plateaux,stone,kɛlɛ/akɛlɛ,,,
north_teke_plateaux__sun,north_teke_plateaux,sun,tali/atali,,,
north_teke_plateaux__swim,north_teke_plateaux,swim,otʃaba,,,
north_teke_plateaux__tail,north_teke_plateaux,tail,ɔkɛla/ɛ-kɛla,,,
north_teke_plateaux__to_burn,north_teke_plateaux,to_burn,letʃwa,,,
north_teke_plateaux__to_come,north_teke_plateaux,to_come,leya,,,
north_teke_plateaux__to_die,north_teke_plateaux,to_die,lekwa,,,
north_teke_plateaux__to_drink,north_teke_plateaux,to_drink,leɲwa,,,
north_teke_plateaux__to_eat,north_teke_plateaux,to_eat,ledza,,,
north_teke_plateaux__to_fly,north_teke_plateaux,to_fly,leduma,,,
north_teke_plateaux__to_give,north_teke_plateaux,to_give,lewa,,,
north_teke_plateaux__to_kill,north_teke_plateaux,to_kill,leboma,,,
north_teke_plateaux__to_know,north_teke_plateaux,to_know,oya,,,
north_teke_plateaux__to_lie_down,north_teke_plateaux,to_lie_down,bɔɔ,,,
north_teke_plateaux__to_say,north_teke_plateaux,to_say,olyɛlɛ,,,
north_teke_plateaux__to_see,north_teke_plateaux,to_see,okyɛ / lekyɛ,,,
north_teke_plateaux__to_sit,north_teke_plateaux,to_sit,nsina,,,
north_teke_plateaux__to_stand,north_teke_plateaux,to_stand,tɛmɛ,,,
north_teke_plateaux__to_walk,north_teke_plateaux,to_walk,ledzyɛ,,,
north_teke_plateaux__tongue,north_teke_plateaux,tongue,lɛlɛmi/ndɛmi,,,
north_teke_plateaux__tooth,north_teke_plateaux,tooth,dziini/miini,,,
north_teke_plateaux__tree,north_teke_plateaux,tree,oti/eti,,,
north_teke_plateaux__two,north_teke_plateaux,two,dzyɛlɛ,,,
north_teke_plateaux__warm_weather,north_teke_plateaux,warm_weather,nzani,,,
north_teke_plateaux__water,north_teke_plateaux,water,anza,,,
north_teke_plateaux__what,north_teke_plateaux,what,ema,,,
north_teke_plateaux__white,north_teke_plateaux,white,puu,,,
north_teke_plateaux__who,north_teke_plateaux,who,na,,,
north_teke_plateaux__woman,north_teke_plateaux,woman,okasi,,,
north_teke_bouenza__arm,north_teke_bouenza,arm,ikɛɛ/bikɛɛ,,,
north_teke_bouenza__ashes,north_teke_bouenza,ashes,lifuru/mfuru,,,
north_teke_bouenza__bark,north_teke_bouenza,bark,ibu/bibu,,,
north_teke_bouenza__belly,north_teke_bouenza,belly,(mu)mwɛ/mimwɛ,,,
north_teke_bouenza__big,north_teke_bouenza,big,-la,,,
north_teke_bouenza__bird,north_teke_bouenza,bird,ŋini/baŋini,,,
north_teke_bouenza__black,north_teke_bouenza,black,mpiini,,,
north_teke_bouenza__blood,north_teke_bouenza,blood,makili,,,
north_teke_bouenza__bone,north_teke_bouenza,bone,muwɛhɛ/miwɛhɛ,,,
north_teke_bouenza__breast,north_teke_bouenza,breast,byeene/mabyeene,,,
north_teke_bouenza__cloud,north_teke_bouenza,cloud,idzi/bidzi,,,
north_teke_bouenza__cold,north_teke_bouenza,cold,mpyɛɛ,,,
north_teke_bouenza__dog,north_teke_bouenza,dog,mbwa/bambwa,,,
north_teke_bouenza__ear,north_teke_bouenza,ear,(li)tsyi/matsyi,,,
north_teke_bouenza__egg,north_teke_bouenza,egg,bi/mabi,,,
north_teke_bouenza__eye,north_teke_bouenza,eye,lihi/mihi,,,
north_teke_bouenza__fat,north_teke_bouenza,fat,maare,,,
north_teke_bouenza__feather,north_teke_bouenza,feather,lisala/nsansala,,,
north_teke_bouenza__fire,north_teke_bouenza,fire,mbaa/mambaa,,,
north_teke_bouenza__fish,north_teke_bouenza,fish,nsyi/bansyi (ns¨wi),,,
north_teke_bouenza__good,north_teke_bouenza,good,obwɛ,,,
north_teke_bouenza__ground,north_teke_bouenza,ground,nsye/mansye,,,
north_teke_bouenza__hair,north_teke_bouenza,hair,lifu/mfu,,,
north_teke_bouenza__head,north_teke_bouenza,head,mutsyi/mitsyi,,,
north_teke_bouenza__heart,north_teke_bouenza,heart,mukɔlɔ/mikɔlɔ,,,
north_teke_bouenza__horn,north_teke_bouenza,horn,nsyemɛ/mansyɛmɛ,,,
north_teke_bouenza__knee,north_teke_bouenza,knee,bwɔɔ/mabwɔɔ,,,
north_teke_bouenza__leaf,north_teke_bouenza,leaf,tsiiri/matsiiri,,,
north_teke_bouenza__leg,north_teke_bouenza,leg,moyiini/miyiini,,,
north_teke_bouenza__liver,north_teke_bouenza,liver,linsɔɔ/mansɔɔ,,,
north_teke_bouenza__long,north_teke_bouenza,long,-la,,,
north_teke_bouenza__louse,north_teke_bouenza,louse,nsini/bansini,,,
north_teke_bouenza__man,north_teke_bouenza,man,baɔle/babaɔle,,,
north_teke_bouenza__many,north_teke_bouenza,many,balaa,,,
north_teke_bouenza__meat,north_teke_bouenza,meat,tyɔ,,,
north_teke_bouenza__moon,north_teke_bouenza,moon,ngɔndɛ/bangɔndɛ,,,
north_teke_bouenza__mountain,north_teke_bouenza,mountain,nkiwu/mankiwu,,,
north_teke_bouenza__mouth,north_teke_bouenza,mouth,muŋa/miŋa,,,
north_teke_bouenza__nail,north_teke_bouenza,nail,liɲala/nzala,,,
north_teke_bouenza__name,north_teke_bouenza,name,nkumu/mankumu,,,
north_teke_bouenza__neck,north_teke_bouenza,neck,ŋkii/mankii (ŋkü),,,
north_teke_bouenza__new,north_teke_bouenza,new,nɔri,,,
north_teke_bouenza__night,north_teke_bouenza,night,mpibi/mampibi,,,
north_teke_bouenza__nose,north_teke_bouenza,nose,ŋgülü/mayülü,,,
north_teke_bouenza__one,north_teke_bouenza,one,imɔ,,,
north_teke_bouenza__path,north_teke_bouenza,path,nzili/manzili,,,
north_teke_bouenza__person,north_teke_bouenza,person,mburu/baare,,,
north_teke_bouenza__rain,north_teke_bouenza,rain,mvula/bamvula,,,
north_teke_bouenza__root,north_teke_bouenza,root,mudza/midza,,,
north_teke_bouenza__sand,north_teke_bouenza,sand,dzyele/madzyele,,,
north_teke_bouenza__skin,north_teke_bouenza,skin,ŋkobo/maŋkobo,,,
north_teke_bouenza__small,north_teke_bouenza,small,-sala,,,
north_teke_bouenza__smoke,north_teke_bouenza,smoke,luwuu,,,
north_teke_bouenza__star,north_teke_bouenza,star,ŋɔmaŋɔma/baŋɔmaŋɔma,,,
north_teke_bouenza__stone,north_teke_bouenza,stone,limɛɛ,,,
north_teke_bouenza__sun,north_teke_bouenza,sun,tala/matala,,,
north_teke_bouenza__swim,north_teke_bouenza,swim,otsaba,,,
north_teke_bouenza__tail,north_teke_bouenza,tail,mukili/mikili,,,
north_teke_bouenza__to_bite,north_teke_bouenza,to_bite,otswaa,,,
north_teke_bouenza__to_burn,north_teke_bouenza,to_burn,otsuu,,,
north_teke_bouenza__to_come,north_teke_bouenza,to_come,oya,,,
north_teke_bouenza__to_die,north_teke_bouenza,to_die,okpa,,,
north_teke_bouenza__to_drink,north_teke_bouenza,to_drink,oŋa,,,
north_teke_bouenza__to_eat,north_teke_bouenza,to_eat,odza,,,
north_teke_bouenza__to_fly,north_teke_bouenza,to_fly,odzuma,,,
north_teke_bouenza__to_give,north_teke_bouenza,to_give,owa,,,
north_teke_bouenza__to_hear,north_teke_bouenza,to_hear,oyu,,,
north_teke_bouenza__to_kill,north_teke_bouenza,to_kill,odzwa,,,
north_teke_bouenza__to_know,north_teke_bouenza,to_know,oyaaba,,,
north_teke_bouenza__to_lie_down,north_teke_bouenza,to_lie_down,-yɛɛmi,,,
north_teke_bouenza__to_say,north_teke_bouenza,to_say,olyɛɛnɛ,,,
north_teke_bouenza__to_see,north_teke_bouenza,to_see,omono,,,
north_teke_bouenza__to_sit,north_teke_bouenza,to_sit,mu nsini,,,
north_teke_bouenza__to_stand,north_teke_bouenza,to_stand,mu mutele,,,
north_teke_bouenza__to_walk,north_teke_bouenza,to_walk,oyee,,,
north_teke_bouenza__tongue,north_teke_bouenza,tongue,nzalisɔ/manzalisɔ,,,
north_teke_bouenza__tooth,north_teke_bouenza,tooth,liini/miini,,,
north_teke_bouenza__tree,north_teke_bouenza,tree,muti/miti,,,
north_teke_bouenza__two,north_teke_bouenza,two,byɛɛlɛ,,,
north_teke_bouenza__warm_weather,north_teke_bouenza,warm_weather,mbaa/mambaa,,,
north_teke_bouenza__water,north_teke_bouenza,water,madza,,,
north_teke_bouenza__white,north_teke_bouenza,white,mpɛɛmɛ,,,
north_teke_bouenza__woman,north_teke_bouenza,woman,mukaha/makaha,,,
north_teke_1_cuvette__arm,north_teke_1_cuvette,arm,kuo,,,
north_teke_1_cuvette__ashes,north_teke_1_cuvette,ashes,lesulu,,,
north_teke_1_cuvette__bark,north_teke_1_cuvette,bark,kepa koti,,,
north_teke_1_cuvette__belly,north_teke_1_cuvette,belly,muoyi,,,
north_teke_1_cuvette__big,north_teke_1_cuvette,big,kulu,,,
north_teke_1_cuvette__bird,north_teke_1_cuvette,bird,nɲoni,,,
north_teke_1_cuvette__black,north_teke_1_cuvette,black,pi,,,
north_teke_1_cuvette__blood,north_teke_1_cuvette,blood,akila,,,
north_teke_1_cuvette__bone,north_teke_1_cuvette,bone,keyeri,,,
north_teke_1_cuvette__breast,north_teke_1_cuvette,breast,biele,,,
north_teke_1_cuvette__cloud,north_teke_1_cuvette,cloud,kedzuba,,,
north_teke_1_cuvette__cold,north_teke_1_cuvette,cold,ntso,,,
north_teke_1_cuvette__dog,north_teke_1_cuvette,dog,mva,,,
north_teke_1_cuvette___to_be_dry,north_teke_1_cuvette,to_be_dry,nkinye,,,
north_teke_1_cuvette__ear,north_teke_1_cuvette,ear,tsui,,,
north_teke_1_cuvette__egg,north_teke_1_cuvette,egg,bi,,,
north_teke_1_cuvette__eye,north_teke_1_cuvette,eye,dziri,,,
north_teke_1_cuvette__fat,north_teke_1_cuvette,fat,mbali,,,
north_teke_1_cuvette__feather,north_teke_1_cuvette,feather,lesala,,,
north_teke_1_cuvette__fire,north_teke_1_cuvette,fire,mba,,,
north_teke_1_cuvette__fish,north_teke_1_cuvette,fish,ntsu,,,
north_teke_1_cuvette__full,north_teke_1_cuvette,full,to,,,
north_teke_1_cuvette__good,north_teke_1_cuvette,good,ovei,,,
north_teke_1_cuvette__ground,north_teke_1_cuvette,ground,ntsie,,,
north_teke_1_cuvette__hair,north_teke_1_cuvette,hair,lemfu,,,
north_teke_1_cuvette__head,north_teke_1_cuvette,head,otsui,,,
north_teke_1_cuvette__heart,north_teke_1_cuvette,heart,otema,,,
north_teke_1_cuvette__horn,north_teke_1_cuvette,horn,ntsiémi,,,
north_teke_1_cuvette__knee,north_teke_1_cuvette,knee,bulu,,,
north_teke_1_cuvette__knee_s2,north_teke_1_cuvette,knee,buo,,,
north_teke_1_cuvette__leaf,north_teke_1_cuvette,leaf,tsuri,,,
north_teke_1_cuvette__leg,north_teke_1_cuvette,leg,kebele,,,
north_teke_1_cuvette__liver,north_teke_1_cuvette,liver,lesoo,,,
north_teke_1_cuvette__long,north_teke_1_cuvette,long,ola,,,
north_teke_1_cuvette__louse,north_teke_1_cuvette,louse,ntsina,,,
north_teke_1_cuvette__man,north_teke_1_cuvette,man,bala,,,
north_teke_1_cuvette__many,north_teke_1_cuvette,many,eyii,,,
north_teke_1_cuvette__meat,north_teke_1_cuvette,meat,nɲama,,,
north_teke_1_cuvette__moon,north_teke_1_cuvette,moon,ntsuyi,,,
north_teke_1_cuvette__mountain,north_teke_1_cuvette,mountain,onguo,,,
north_teke_1_cuvette__mouth,north_teke_1_cuvette,mouth,oɲua,,,
north_teke_1_cuvette__nail,north_teke_1_cuvette,nail,kenkuli,,,
north_teke_1_cuvette__name,north_teke_1_cuvette,name,nkumi,,,
north_teke_1_cuvette__neck,north_teke_1_cuvette,neck,nki,,,
north_teke_1_cuvette__new,north_teke_1_cuvette,new,tsuatsua,,,
north_teke_1_cuvette__night,north_teke_1_cuvette,night,lempibi,,,
north_teke_1_cuvette__nose,north_teke_1_cuvette,nose,yulou,,,
north_teke_1_cuvette__one,north_teke_1_cuvette,one,mô,,,
north_teke_1_cuvette__path,north_teke_1_cuvette,path,osenɛ,,,
north_teke_1_cuvette__person,north_teke_1_cuvette,person,mvulu,,,
north_teke_1_cuvette__rain,north_teke_1_cuvette,rain,mvula,,,
north_teke_1_cuvette__red,north_teke_1_cuvette,red,bɛ,,,
north_teke_1_cuvette__root,north_teke_1_cuvette,root,kekaan,,,
north_teke_1_cuvette__round,north_teke_1_cuvette,round,bulubulu,,,
north_teke_1_cuvette__sand,north_teke_1_cuvette,sand,dzele,,,
north_teke_1_cuvette__skin,north_teke_1_cuvette,skin,kepa,,,
north_teke_1_cuvette__sleep_n,north_teke_1_cuvette,sleep_n,tolo,,,
north_teke_1_cuvette__small,north_teke_1_cuvette,small,okini,,,
north_teke_1_cuvette__smoke,north_teke_1_cuvette,smoke,yui,,,
north_teke_1_cuvette__star,north_teke_1_cuvette,star,ndzeli,,,
north_teke_1_cuvette__stone,north_teke_1_cuvette,stone,kelle,,,
north_teke_1_cuvette__sun,north_teke_1_cuvette,sun,tali,,,
north_teke_1_cuvette__swim,north_teke_1_cuvette,swim,(o)letsaba,,,
north_teke_1_cuvette__tail,north_teke_1_cuvette,tail,okila,,,
north_teke_1_cuvette__to_bite,north_teke_1_cuvette,to_bite,letsua,,,
north_teke_1_cuvette__to_burn,north_teke_1_cuvette,to_burn,(o)leyua,,,
north_teke_1_cuvette__to_come,north_teke_1_cuvette,to_come,leya,,,
north_teke_1_cuvette__to_die,north_teke_1_cuvette,to_die,(o)lekwa,,,
north_teke_1_cuvette__to_drink,north_teke_1_cuvette,to_drink,leɲua,,,
north_teke_1_cuvette__to_eat,north_teke_1_cuvette,to_eat,(o)ledza,,,
north_teke_1_cuvette__to_fly,north_teke_1_cuvette,to_fly,ley,,,
north_teke_1_cuvette__to_give,north_teke_1_cuvette,to_give,(o)lepa,,,
north_teke_1_cuvette__to_hear,north_teke_1_cuvette,to_hear,letjua,,,
north_teke_1_cuvette__to_kill,north_teke_1_cuvette,to_kill,lebuma,,,
north_teke_1_cuvette__to_know,north_teke_1_cuvette,to_know,oleya,,,
north_teke_1_cuvette__to_lie_down,north_teke_1_cuvette,to_lie_down,ḿbo,,,
north_teke_1_cuvette__to_say,north_teke_1_cuvette,to_say,lela,,,
north_teke_1_cuvette__to_see,north_teke_1_cuvette,to_see,lemono,,,
north_teke_1_cuvette__to_sit,north_teke_1_cuvette,to_sit,ntsina,,,
north_teke_1_cuvette__to_stand,north_teke_1_cuvette,to_stand,okili,,,
north_teke_1_cuvette__to_walk,north_teke_1_cuvette,to_walk,(o)leyɛ,,,
north_teke_1_cuvette__tongue,north_teke_1_cuvette,tongue,lelemi,,,
north_teke_1_cuvette__tooth,north_teke_1_cuvette,tooth,dzini,,,
north_teke_1_cuvette__tree,north_teke_1_cuvette,tree,oti,,,
north_teke_1_cuvette__two,north_teke_1_cuvette,two,buele,,,
north_teke_1_cuvette__warm_weather,north_teke_1_cuvette,warm_weather,oyuna,,,
north_teke_1_cuvette__water,north_teke_1_cuvette,water,andza,,,
north_teke_1_cuvette__what,north_teke_1_cuvette,what,ema,,,
north_teke_1_cuvette__white,north_teke_1_cuvette,white,puu,,,
north_teke_1_cuvette__who,north_teke_1_cuvette,who,na,,,
north_teke_1_cuvette__woman,north_teke_1_cuvette,woman,okari,,,
north_teke_pool__all,north_teke_pool,all,úw(-á/ó),,,
north_teke_pool__ashes,north_teke_pool,ashes,-túú,,,
north_teke_pool__bark,north_teke_pool,bark,-bǔ,,,
north_teke_pool__belly,north_teke_pool,belly,-mwé,,,
north_teke_pool__big,north_teke_pool,big,-nyíní,,,
north_teke_pool__bird,north_teke_pool,bird,nyúɲí,,,
north_teke_pool__black,north_teke_pool,black,-pì,,,
north_teke_pool__blood,north_teke_pool,blood,-kìlà,,,
north_teke_pool__bone,north_teke_pool,bone,-pfí,,,
north_teke_pool__breast,north_teke_pool,breast,byélé,,,
north_teke_pool__cloud,north_teke_pool,cloud,-jí,,,
north_teke_pool__cold,north_teke_pool,cold,-píyé,,,
north_teke_pool__dog,north_teke_pool,dog,ḿbwá,,,
north_teke_pool___to_be_dry,north_teke_pool,to_be_dry,-kɛ̀,,,
north_teke_pool___to_be_dry_s2,north_teke_pool,to_be_dry,yooma,,,
north_teke_pool__ear,north_teke_pool,ear,-cwíí,,,
north_teke_pool__egg,north_teke_pool,egg,-bí,,,
north_teke_pool__eye,north_teke_pool,eye,dzíí/mwíí,,,
north_teke_pool__fat,north_teke_pool,fat,mààlì,,,
north_teke_pool__feather,north_teke_pool,feather,-sálá,,,
north_teke_pool__fire,north_teke_pool,fire,-bà,,,
north_teke_pool__fish,north_teke_pool,fish,-cwí,,,
north_teke_pool__full,north_teke_pool,full,-lúúlì,,,
north_teke_pool__full_s2,north_teke_pool,full,fùù,,,
north_teke_pool__good,north_teke_pool,good,-vyɛ́ / -bwɛ́,,,
north_teke_pool__ground,north_teke_pool,ground,-tsìì,,,
north_teke_pool__hair,north_teke_pool,hair,-fù,,,
north_teke_pool__head,north_teke_pool,head,-cwé,,,
north_teke_pool__heart,north_teke_pool,heart,-kòlò,,,
north_teke_pool__horn,north_teke_pool,horn,shíyá (shíyɔ̃),,,
north_teke_pool__knee,north_teke_pool,knee,-búwó,,,
north_teke_pool__leaf,north_teke_pool,leaf,-tswéyí,,,
north_teke_pool__liver,north_teke_pool,liver,libɔɔŋgɔ,,,
north_teke_pool__long,north_teke_pool,long,kú-là,,,
north_teke_pool__louse,north_teke_pool,louse,-cìnà,,,
north_teke_pool__man,north_teke_pool,man,-bòòlò,,,
north_teke_pool__many,north_teke_pool,many,-lò,,,
north_teke_pool__meat,north_teke_pool,meat,-nyṍ,,,
north_teke_pool__moon,north_teke_pool,moon,ncwíí,,,
north_teke_pool__moon_s2,north_teke_pool,moon,ŋgòònò,,,
north_teke_pool__mountain,north_teke_pool,mountain,ŋkyúwó,,,
north_teke_pool__mouth,north_teke_pool,mouth,ŋwà,,,
north_teke_pool__nail,north_teke_pool,nail,-yàlà,,,
north_teke_pool__name,north_teke_pool,name,-kwṹṹ,,,
north_teke_pool__neck,north_teke_pool,neck,-kíí,,,
north_teke_pool__new,north_teke_pool,new,-nyòòrù (ɲonu),,,
north_teke_pool__night,north_teke_pool,night,-píyú,,,
north_teke_pool__night_s2,north_teke_pool,night,mpiwi,,,
north_teke_pool__nose,north_teke_pool,nose,yúlú,,,
north_teke_pool__one,north_teke_pool,one,-mò,,,
north_teke_pool__path,north_teke_pool,path,-kùùlà,,,
north_teke_pool__person,north_teke_pool,person,nbùùrù/bààrì,,,
north_teke_pool__red,north_teke_pool,red,byé/bé,,,
north_teke_pool__root,north_teke_pool,root,-shìnò,,,
north_teke_pool__round,north_teke_pool,round,idzyɔɔmu,,,
north_teke_pool__round_s2,north_teke_pool,round,nkowa,,,
north_teke_pool__round_s3,north_teke_pool,round,imbùsàmbù,,,
north_teke_pool__sand,north_teke_pool,sand,iyélé,,,
north_teke_pool__skin,north_teke_pool,skin,-bùù,,,
north_teke_pool__skin_s2,north_teke_pool,skin,ɲyúrú,,,
north_teke_pool__sleep_n,north_teke_pool,sleep_n,-tóóló,,,
north_teke_pool__small,north_teke_pool,small,-tsyé,,,
north_teke_pool__small_s2,north_teke_pool,small,kyékyé,,,
north_teke_pool__smoke,north_teke_pool,smoke,-yúú,,,
north_teke_pool__star,north_teke_pool,star,-ŋóoŋó,,,
north_teke_pool__stone,north_teke_pool,stone,-kúnú,,,
north_teke_pool__sun,north_teke_pool,sun,-tálí,,,
north_teke_pool__swim,north_teke_pool,swim,-tsábà,,,
north_teke_pool__tail,north_teke_pool,tail,kílà,,,
north_teke_pool__to_bite,north_teke_pool,to_bite,-tswá,,,
north_teke_pool__to_burn,north_teke_pool,to_burn,-dzyúù,,,
north_teke_pool__to_come,north_teke_pool,to_come,-yá,,,
north_teke_pool__to_die,north_teke_pool,to_die,-kwá,,,
north_teke_pool__to_drink,north_teke_pool,to_drink,-nwá,,,
north_teke_pool__to_eat,north_teke_pool,to_eat,-dzá,,,
north_teke_pool__to_fly,north_teke_pool,to_fly,-dzṍõ̀ / dzóò,,,
north_teke_pool__to_give,north_teke_pool,to_give,-wá,,,
north_teke_pool__to_hear,north_teke_pool,to_hear,-yúúwó (yúú),,,
north_teke_pool__to_kill,north_teke_pool,to_kill,-tínà,,,
north_teke_pool__to_know,north_teke_pool,to_know,-yáà,,,
north_teke_pool__to_lie_down,north_teke_pool,to_lie_down,-séó,,,
north_teke_pool__to_lie_down_s2,north_teke_pool,to_lie_down,lá,,,
north_teke_pool__to_say,north_teke_pool,to_say,-byéélé,,,
north_teke_pool__to_see,north_teke_pool,to_see,-múná,,,
north_teke_pool__to_sit,north_teke_pool,to_sit,-và,,,
north_teke_pool__to_sit_s2,north_teke_pool,to_sit,ńtsyíná,,,
north_teke_pool__to_stand,north_teke_pool,to_stand,-tyóónò,,,
north_teke_pool__to_walk,north_teke_pool,to_walk,yɛ́,,,
north_teke_pool__tongue,north_teke_pool,tongue,-lyó,,,
north_teke_pool__tooth,north_teke_pool,tooth,jííní/mííní,,,
north_teke_pool__tree,north_teke_pool,tree,-ghíyé,,,
north_teke_pool__tree_s2,north_teke_pool,tree,tí,,,
north_teke_pool__two,north_teke_pool,two,òòlè (èèlè),,,
north_teke_pool__warm_weather,north_teke_pool,warm_weather,míí,,,
north_teke_pool__warm_weather_s2,north_teke_pool,warm_weather,mwá,,,
north_teke_pool__water,north_teke_pool,water,-dzá,,,
north_teke_pool__what,north_teke_pool,what,ímá -mà,,,
north_teke_pool__white,north_teke_pool,white,pɛ̃̀ɛ̃̀,,,
north_teke_pool__who,north_teke_pool,who,ńnà,,,
north_teke_pool__woman,north_teke_pool,woman,-ké,,,
north_teke_2_cuvette__all,north_teke_2_cuvette,all,(yoo-/boo-)ri,,,
north_teke_2_cuvette__ashes,north_teke_2_cuvette,ashes,le-fùru,,,
north_teke_2_cuvette__bark,north_teke_2_cuvette,bark,epa,,,
north_teke_2_cuvette__belly,north_teke_2_cuvette,belly,mwé,,,
north_teke_2_cuvette__big,north_teke_2_cuvette,big,nini,,,
north_teke_2_cuvette__bird,north_teke_2_cuvette,bird,mpuuri / mpuumri,,,
north_teke_2_cuvette__black,north_teke_2_cuvette,black,pinapina,,,
north_teke_2_cuvette__black_s2,north_teke_2_cuvette,black,pi,,,
north_teke_2_cuvette__blood,north_teke_2_cuvette,blood,kíla,,,
north_teke_2_cuvette__bone,north_teke_2_cuvette,bone,ke-yeri,,,
north_teke_2_cuvette__breast,north_teke_2_cuvette,breast,byélé,,,
north_teke_2_cuvette__cloud,north_teke_2_cuvette,cloud,iyiini,,,
north_teke_2_cuvette__cold,north_teke_2_cuvette,cold,-ncɔ,,,
north_teke_2_cuvette__dog,north_teke_2_cuvette,dog,vá,,,
north_teke_2_cuvette___to_be_dry,north_teke_2_cuvette,to_be_dry,ke a ke,,,
north_teke_2_cuvette__ear,north_teke_2_cuvette,ear,cii,,,
north_teke_2_cuvette__egg,north_teke_2_cuvette,egg,-bí,,,
north_teke_2_cuvette__eye,north_teke_2_cuvette,eye,djiri,,,
north_teke_2_cuvette__fat,north_teke_2_cuvette,fat,maali,,,
north_teke_2_cuvette__feather,north_teke_2_cuvette,feather,sálá,,,
north_teke_2_cuvette__fire,north_teke_2_cuvette,fire,baa,,,
north_teke_2_cuvette__fish,north_teke_2_cuvette,fish,ǹcù,,,
north_teke_2_cuvette__full,north_teke_2_cuvette,full,lúúla,,,
north_teke_2_cuvette__full_s2,north_teke_2_cuvette,full,tó,,,
north_teke_2_cuvette__good,north_teke_2_cuvette,good,-vé,,,
north_teke_2_cuvette__ground,north_teke_2_cuvette,ground,tsye,,,
north_teke_2_cuvette__hair,north_teke_2_cuvette,hair,u-fú,,,
north_teke_2_cuvette__head,north_teke_2_cuvette,head,cwi,,,
north_teke_2_cuvette__heart,north_teke_2_cuvette,heart,tímà,,,
north_teke_2_cuvette__horn,north_teke_2_cuvette,horn,shiya,,,
north_teke_2_cuvette__knee,north_teke_2_cuvette,knee,mbula,,,
north_teke_2_cuvette__knee_s2,north_teke_2_cuvette,knee,buwṍ́́,,,
north_teke_2_cuvette__leaf,north_teke_2_cuvette,leaf,tsyuri,,,
north_teke_2_cuvette__liver,north_teke_2_cuvette,liver,le-sɔɔ,,,
north_teke_2_cuvette__long,north_teke_2_cuvette,long,-lá,,,
north_teke_2_cuvette__louse,north_teke_2_cuvette,louse,cìnà,,,
north_teke_2_cuvette__man,north_teke_2_cuvette,man,mwaa bɔɔlɔ,,,
north_teke_2_cuvette__many,north_teke_2_cuvette,many,-lɛ̀yé,,,
north_teke_2_cuvette__meat,north_teke_2_cuvette,meat,nyõ,,,
north_teke_2_cuvette__moon,north_teke_2_cuvette,moon,-ǹcwìì,,,
north_teke_2_cuvette__mountain,north_teke_2_cuvette,mountain,ongwo,,,
north_teke_2_cuvette__mountain_s2,north_teke_2_cuvette,mountain,ongiya,,,
north_teke_2_cuvette__mouth,north_teke_2_cuvette,mouth,-nwá,,,
north_teke_2_cuvette__nail,north_teke_2_cuvette,nail,iingkuri,,,
north_teke_2_cuvette__name,north_teke_2_cuvette,name,nkwũũ,,,
north_teke_2_cuvette__neck,north_teke_2_cuvette,neck,kii,,,
north_teke_2_cuvette__new,north_teke_2_cuvette,new,tswàtswà,,,
north_teke_2_cuvette__night,north_teke_2_cuvette,night,le-mpibi,,,
north_teke_2_cuvette__nose,north_teke_2_cuvette,nose,yulu,,,
north_teke_2_cuvette__one,north_teke_2_cuvette,one,mó,,,
north_teke_2_cuvette__rain,north_teke_2_cuvette,rain,ndó,,,
north_teke_2_cuvette__red,north_teke_2_cuvette,red,-bé,,,
north_teke_2_cuvette__root,north_teke_2_cuvette,root,okãã,,,
north_teke_2_cuvette__round,north_teke_2_cuvette,round,buruburu,,,
north_teke_2_cuvette__sand,north_teke_2_cuvette,sand,iyele,,,
north_teke_2_cuvette__seed,north_teke_2_cuvette,seed,ntsàà,,,
north_teke_2_cuvette__skin,north_teke_2_cuvette,skin,bááná,,,
north_teke_2_cuvette__sleep_n,north_teke_2_cuvette,sleep_n,toolo ma mpo,,,
