Language_ID,Concept_ID,Form,Comment,Cognateset
Duala,all,ɓɛ́sɛ̃,,1
Duala,arm,dia,,7
Duala,ashes,mabúdú,,17
Duala,bark,bwelé,,23
Duala,belly,dibum,,1
Duala,big,éndɛ̃nɛ̀,,1
Duala,bird,inɔ̌n,,1
Duala,bite,kukwa,,6
Duala,black,wínda,,21
Duala,blood,mayǎ,,11
Duala,bone,ewesé,,10
Duala,breast,diɓɛ̂,,2
Duala,burn,dísɛ,,23
Duala,cloud,mawíndí,,19
Duala,cold,mulɔlɔkɔ,,26
Duala,come,pɔ,,3
Duala,dig,pika,,19
Duala,dig,poa,,20
Duala,dig,pula,,21
Duala,die,wɔ́,,1
Duala,dog,mbɔ́,,1
Duala,drink,nyɔ,,1
Duala,dry,mukɛ́tí,,12
Duala,ear,toi,,1
Duala,eat,ɗa,,1
Duala,egg,muɛŋ,,19
Duala,elephant,njou,,1
Duala,eye,dísɔ̀,,1
Duala,fall,ko,,1
Duala,fat,diwɔ́ngí,,10
Duala,feather,esáó,,19
Duala,finger,mo-ne,,1
Duala,fire,wéá,,13
Duala,fish,súè,,1
Duala,fly,ngingi,,1
Duala,full,é lóndi,,8
Duala,give,ɓola,,10
Duala,go to,ala,,12
Duala,hair,nyɔ̀ɔ́,,3
Duala,head,mulopo,,9
Duala,hear,senga,,10
Duala,heart,mulema,,3
Duala,horn,tɔ́ngɔ,,13
Duala,house,ndabo,,9
Duala,kill,bwâ,,11
Duala,knee,doɓɔ́ngɔ́,,13
Duala,know,bía,,9
Duala,laugh,lo,,6
Duala,leaf,eyadí,,29
Duala,leg,mu,,17
Duala,liver,diɓadi,,14
Duala,long,bwabá,,6
Duala,louse,nìná,,1
Duala,man,mùmí,,1
Duala,many,jǐtà,,8
Duala,meat,ɲama,,1
Duala,milk,manongo,,21
Duala,moon,mɔ́dì,,1
Duala,mountain,muɗóngó,,9
Duala,mouth,mudumbu,,11
Duala,name,dínà,,1
Duala,nail,nyandi,,14
Duala,neck,nyíngó,,1
Duala,new,pényá,,5
Duala,night,bulu,,5
Duala,nose,mpémbá,,13
Duala,one,pɔ́ / ewɔ́,,2
Duala,path,ngea,,1
Duala,person,mòtò,,1
Duala,rain,mbúa,,1
Duala,rain (v),yole,,12
Duala,river,mopi,,24
Duala,root,mwangá,,22
Duala,sand,mukókó,,15
Duala,see,jɛ̌nɛ̀,,7
Duala,seed,mboto,,1
Duala,short,sungu,,10
Duala,"sick, be",boa,,17
Duala,sit,jà ó wásẽ,,19
Duala,skin,eyoɓo,,3
Duala,sleep (v),nanga,,21
Duala,small,ésadi,,27
Duala,smoke,ítutu,,2
Duala,snake,nam'a bwaba,,7
Duala,speak,kwala,,30
Duala,speak,pela,,31
Duala,stand,tɛ́mɛ̀ mɔ́ny,,14
Duala,steal,iba,,1
Duala,stone,ɗále,,7
Duala,sun,wéì,,14
Duala,tail,mondó,,12
Duala,thirst,nongi,,13
Duala,tongue,eyěmɛ,,1
Duala,tooth,songá,,5
Duala,tree,eɓongó,,16
Duala,two,ɓébǎ,,4
Duala,walk,ɗangwa,,11
Duala,water,madíɓá,,5
Duala,what,njé,,2
Duala,white,sánga,,16
Duala,who,njá,,1
Duala,wind,ngo,,11
Duala,woman,múto,,15
Ntomba,all,(nk)umá,,9
Ntomba,arm,lobɔ́kɔ,,1
Ntomba,ashes,metókó,,16
Ntomba,bark,lopoho ~ mpoho ~ lòpòhó,,22
Ntomba,belly,ikundú,,18
Ntomba,big,nɛ́nɛ́,,1
Ntomba,bird,mpulú,,7
Ntomba,bite,lamata,,2
Ntomba,black,ílo,,2
Ntomba,blood,makila,,11
Ntomba,bone,lokúa ~ nkúa,,1
Ntomba,breast,bɛ́lɛ,,2
Ntomba,burn,yɛ,,1
Ntomba,cloud,yǒmbi ~ biómbi,,20
Ntomba,cold,mpíɔ,,9
Ntomba,come,yá,,1
Ntomba,dig,tima,,3
Ntomba,die,w,,1
Ntomba,dog,bwá,,1
Ntomba,drink,mina,,8
Ntomba,dry,óm,,1
Ntomba,ear,toi,,1
Ntomba,eat,lɛ(kɛ),,1
Ntomba,egg,kelé,,16
Ntomba,elephant,njɔu,,1
Ntomba,eye,lǐho,,1
Ntomba,fall,kita,,6
Ntomba,fat,maúta,,1
Ntomba,feather,lòhálá,,19
Ntomba,finger,mohai,,11
Ntomba,fire,twɛ̌,,10
Ntomba,fish,nsí,,1
Ntomba,fly,lotunɡu,,13
Ntomba,full,tónd,,8
Ntomba,give,pa,,1
Ntomba,go to,ha,,1
Ntomba,hair,búo,,12
Ntomba,head,motu,,1
Ntomba,hear,ók,,1
Ntomba,heart,mo-téma,,3
Ntomba,heart,i-bale,,10
Ntomba,heart,mo-lóko,,11
Ntomba,horn,ihéké,,14
Ntomba,house,itumba,,2
Ntomba,kill,liak,,12
Ntomba,kill,bòmá,,14
Ntomba,knee,íbɔ́ngɔ́,,13
Ntomba,know,ebá,,1
Ntomba,laugh,hɛkɛ,,1
Ntomba,leaf,lokáhá,,27
Ntomba,leg,lokolo,,10
Ntomba,liver,lopíko ~ mpíko,,15
Ntomba,long,talé,,2
Ntomba,louse,lohili,,15
Ntomba,man,ele,,21
Ntomba,many,íké,,9
Ntomba,meat,ɲama,,1
Ntomba,milk,mabɛlɛ,,8
Ntomba,moon,nsóngé,,7
Ntomba,mountain,ngómbá ~ ngòmbá,,13
Ntomba,mouth,munya,,2
Ntomba,name,ina,,1
Ntomba,nail,lokála ~ nkála,,1
Ntomba,neck,nkíngó,,1
Ntomba,new,tɛmú,,6
Ntomba,night,botío,,6
Ntomba,nose,moólo ~ miólo,,14
Ntomba,one,mɔyá(ka),,1
Ntomba,path,mbókà ~ mambóka,,5
Ntomba,person,motô,,1
Ntomba,rain,mbúlà,,1
Ntomba,rain (v),tanga,,11
Ntomba,river,mo-liba,,23
Ntomba,river,mo-longo,,18
Ntomba,root,lio,,4
Ntomba,sand,nsɛŋgɛ,,4
Ntomba,see,ɛ́nɛ,,7
Ntomba,seed,wopo,,12
Ntomba,short,ube,,1
Ntomba,"sick, be",oka bionge,,16
Ntomba,sit,nyɛ́o,,14
Ntomba,skin,lopoho,,27
Ntomba,sleep (v),ongo,,20
Ntomba,small,kɛ́,,3
Ntomba,smoke,linga,,5
Ntomba,snake,njɔɔ,,1
Ntomba,speak,tepela,,32
Ntomba,stand,tɛ́lɛm,,3
Ntomba,steal,iba,,1
Ntomba,stone,itale,,7
Ntomba,stone,ibɔkɔ,,14
Ntomba,sun,yěmi ~ elemi,,12
Ntomba,sun,lólɛ́mù (Bastin et al 1999),,13
Ntomba,tail,moéla,,1
Ntomba,thirst,mpoha,,14
Ntomba,tongue,lolému,,1
Ntomba,tooth,lǐno,,1
Ntomba,tree,moté,,4
Ntomba,two,pe(lé),,3
Ntomba,walk,kɛndɛ,,1
Ntomba,water,mái,,1
Ntomba,what,bé,,3
Ntomba,white,ɛ́lɔ,,2
Ntomba,who,nɔní,,1
Ntomba,wind,luɛmbɔ,,12
Ntomba,woman,áli,,2
Ngombe,all,ńsò (Bastin et al 1999),,10
Ngombe,arm,lò-bókò (PL: màbókò) (Bastin et al 1999),,1
Ngombe,ashes,búdùlù ~ pùdùlù (Bastin et al 1999),,17
Ngombe,bark,émpósù ~ ímpósù (Bastin et al 1999),,22
Ngombe,belly,lì-bùmù (Bastin et al 1999),,1
Ngombe,big,nɛ́nɛ ~ nɛ́nɛ́nɛ (Bastin et al 1999),,1
Ngombe,bird,é-mbùlù ~ í-mbùlù (Bastin et al 1999),,7
Ngombe,bite,kokala (Bastin et al 1999),,7
Ngombe,black,hínda (become black),,21
Ngombe,black,épííndu (black) (Bastin et al 1999),,21
Ngombe,blood,má-kìlá (Bastin et al 1999),,11
Ngombe,bone,mo-kúa (Bastin et al 1999),,1
Ngombe,breast,i-bɛ́i (Bastin et al 1999),,2
Ngombe,burn,tumba,,9
Ngombe,burn,gúzíkìsà (Bastin et al 1999),,23
Ngombe,cloud,li-bándá,,21
Ngombe,cloud,má-mbádá (Bastin et al 1999),,22
Ngombe,cold,ḿpyo,,9
Ngombe,cold,màbílì (Bastin et al 1999),,27
Ngombe,come,dóa,,2
Ngombe,come,kóyàkà (Bastin et al 1999),,1
Ngombe,dig,longa (Rood 1958),,22
Ngombe,die,gwá (Bastin et al 1999),,1
Ngombe,dog,mbwá (Bastin et al 1999),,1
Ngombe,drink,mwa(ka),,6
Ngombe,drink,kɔ̀mɛ́lɛ́ (Bastin et al 1999),,7
Ngombe,dry,kàkáwòkà (Bastin et al 1999),,11
Ngombe,ear,litói (Bastin et al 1999),,1
Ngombe,eat,lyà,,1
Ngombe,eat,yáka (Bastin et al 1999),,4
Ngombe,egg,li-tɔ́,,18
Ngombe,egg,lí-kɛ̀ (Bastin et al 1999),,1
Ngombe,elephant,mbongo (Rood 1958),,7
Ngombe,eye,dǐso (Bastin et al 1999),,1
Ngombe,fall,kwa (Rood 1958),,1
Ngombe,fat,mǔ-ta,,1
Ngombe,fat,ma-fúta (Bastin et al 1999),,1
Ngombe,feather,e-túa,,20
Ngombe,feather,lì-sàlà (Bastin et al 1999),,19
Ngombe,finger,mo-sapi (Rood 1958),,11
Ngombe,fire,mo-sá (Bastin et al 1999),,11
Ngombe,fish,mo-swí,,1
Ngombe,fish,énsú ~ ínsú (Bastin et al 1999),,1
Ngombe,fly,mongi (Rood 1958),,1
Ngombe,full,lúma,,11
Ngombe,full,jea,,12
Ngombe,full,kɔtóóndà (Bastin et al 1999),,8
Ngombe,give,pá (Bastin et al 1999),,1
Ngombe,go to,kɛ (Rood 1958),,2
Ngombe,hair,mosweé ~ énswè (Bastin et al 1999),,16
Ngombe,head,mo-ló,,1
Ngombe,head,mò-mòtó (Bastin et al 1999),,1
Ngombe,hear,óka ~ kópóókà (Bastin et al 1999),,1
Ngombe,heart,mò-témà (Bastin et al 1999),,3
Ngombe,horn,mweéka ~ mwěka,,2
Ngombe,horn,li-séké (Bastin et al 1999),,14
Ngombe,house,ndako (Rood 1958),,10
Ngombe,kill,ówa,,11
Ngombe,kill,kɔ́bòmà (Bastin et al 1999),,14
Ngombe,knee,dulí ~ dudí (dialectal) (Bastin et al 1999),,14
Ngombe,know,jéba ~ ko-yúba (Bastin et al 1999),,1
Ngombe,laugh,sɛkɛ (Rood 1958),,1
Ngombe,leaf,é-kásá (Bastin et al 1999),,27
Ngombe,leg,e-ko,,10
Ngombe,leg,lò-kòlò (Bastin et al 1999),,10
Ngombe,liver,li-bai,,14
Ngombe,liver,mábàlè (Bastin et al 1999),,14
Ngombe,long,yai,,1
Ngombe,long,làyì (Bastin et al 1999),,2
Ngombe,louse,monjiá,,16
Ngombe,louse,éntsìlì ~ íntsìlì (Bastin et al 1999),,15
Ngombe,man,mɔ̌-mi,,1
Ngombe,man,bó-léélè (Bastin et al 1999),,21
Ngombe,many,nɛ́nɛ,,12
Ngombe,many,íkɛ̀ (Bastin et al 1999),,9
Ngombe,meat,muni ~ munu ~ mini ~ minu,,2
Ngombe,meat,nyàmà (Bastin et al 1999),,1
Ngombe,milk,mabɛlɛ (Rood 1958),,8
Ngombe,moon,sóngé,,7
Ngombe,moon,bòwélì(Bastin et al 1999),,1
Ngombe,mountain,éngòmbà ~ íngòmbà (Bastin et al 1999),,13
Ngombe,mouth,mɔ́-nɔ̀kɔ (Bastin et al 1999),,10
Ngombe,name,kómbé ~ én-kòmbò ~ ínkòmbò (Bastin et al 1999),,8
Ngombe,nail,mo-ndɛ́ndɛ́ ~ e-ndɛ́ndɛ́ (Bastin et al 1999),,13
Ngombe,neck,dɔli,,16
Ngombe,neck,énkiingu ~ ínkiingu (Bastin et al 1999),,2
Ngombe,new,yéene,,5
Ngombe,new,síka (Bastin et al 1999),,11
Ngombe,night,bulú,,5
Ngombe,night,bútú ~ mábùdù (Bastin et al 1999),,7
Ngombe,nose,nzólò ~ ízólò (Bastin et al 1999),,14
Ngombe,one,mɔtí,,1
Ngombe,one,éngòsì (Bastin et al 1999),,5
Ngombe,path,njeá,,1
Ngombe,path,émbàlí ~ íbàlí (Bastin et al 1999),,6
Ngombe,person,ómò-tô (PL: bábààtú) (Bastin et al 1999),,1
Ngombe,rain,mbúla (Bastin et al 1999),,1
Ngombe,rain (v),?,,?
Ngombe,river,dua (Rood 1958),,22
Ngombe,root,mweli ~ mieli monjeli (Bastin et al 1999),,23
Ngombe,sand,libutu (Bastin et al 1999),,3
Ngombe,see,ɛ́nɛ (Bastin et al 1999),,7
Ngombe,seed,kóna (Bastin et al 1999),,13
Ngombe,short,kue (Rood 1958),,1
Ngombe,"sick, be",?,,?
Ngombe,sit,bɔ̀kɔ́mɔ̀ (assis) (Bastin et al 1999),,15
Ngombe,skin,li-poso (Bastin et al 1999),,27
Ngombe,sleep (v),wɛɛ (Rood 1958),,19
Ngombe,small,kɛ́kɛ (Bastin et al 1999),,3
Ngombe,smoke,módidi (Bastin et al 1999),,6
Ngombe,snake,njɔ (Rood 1958),,1
Ngombe,speak,bala (Rood 1958),,33
Ngombe,stand,"émaa (être debout, tout droit) (Bastin et al 1999)",,1
Ngombe,steal,iba (Rood 1958),,1
Ngombe,stone,itái (Bastin et al 1999),,7
Ngombe,sun,dǐso lí busá,,11
Ngombe,sun,modakábusá (Bastin et al 1999),,11
Ngombe,tail,mw-ěa (Bastin et al 1999),,1
Ngombe,thirst,?,,?
Ngombe,tongue,yěmi ~ elemi,,1
Ngombe,tongue,lólɛ́mù (Bastin et al 1999),,1
Ngombe,tooth,dǐno (PL: mǐno) (Bastin et al 1999),,1
Ngombe,tree,mo-lé,,4
Ngombe,tree,íyètè ~ ínzètè (Bastin et al 1999),,15
Ngombe,two,baé ~ bàlé (Bastin et al 1999),,3
Ngombe,walk,dala,,10
Ngombe,walk,táámbòlà (Bastin et al 1999),,9
Ngombe,water,madíbá,,5
Ngombe,water,máyì (Bastin et al 1999),,1
Ngombe,what,niini (Bastin et al 1999),,2
Ngombe,white,epúe (blancheur) (Bastin et al 1999),,3
Ngombe,who,ndaní (Bastin et al 1999),,3
Ngombe,wind,mo-pomba (Rood 1958),,13
Ngombe,woman,mw-alí (Bastin et al 1999),,2
Bushoong,all,kim (Bastin et al 1999),,11
Bushoong,arm,lɔ̀ɔ́ (Bastin et al 1999),,1
Bushoong,ashes,bu-tók (Bastin et al 1999),,16
Bushoong,bark,yooʃ (Bastin et al 1999),,22
Bushoong,belly,ì-kù:n (Bastin et al 1999),,18
Bushoong,big,nɛ́n (Bastin et al 1999),,1
Bushoong,bird,pul (Bastin et al 1999),,7
Bushoong,bite,a-ʃum (Bastin et al 1999),,1
Bushoong,black,"a-picy (rendre noir, noircir)",,22
Bushoong,black,ndwɛɛm (noir) (Bastin et al 1999),,23
Bushoong,blood,ma-kel (Bastin et al 1999),,11
Bushoong,bone,i-kody (Bastin et al 1999),,11
Bushoong,breast,i-byɛɛl (Bastin et al 1999),,2
Bushoong,burn,a-ʃú,,22
Bushoong,burn,tuum (Bastin et al 1999),,9
Bushoong,cloud,i-lwiimy,,24
Bushoong,cloud,i-ʃɛ́ɛ́m (Bastin et al 1999),,25
Bushoong,cold,pyɔ́ (Bastin et al 1999),,9
Bushoong,come,iy (Bastin et al 1999),,1
Bushoong,dig,a-cim (Vansina 1959),,3
Bushoong,die,a-wá (Bastin et al 1999),,1
Bushoong,dog,mbɔ́-ʃooŋ,,1
Bushoong,dog,m̀mbwá (Bastin et al 1999),,7
Bushoong,drink,á-ɲɔ́ (Bastin et al 1999),,1
Bushoong,dry,anoóm ~ wóom (Bastin et al 1999),,1
Bushoong,ear,i-to (Bastin et al 1999),,1
Bushoong,eat,a-dyá (Bastin et al 1999),,1
Bushoong,egg,i-kél (Bastin et al 1999),,16
Bushoong,elephant,ncɔk (Vansina 1959),,1
Bushoong,eye,dǐ-ʃ (PL: mǐʃ) (Bastin et al 1999),,1
Bushoong,fall,a-bwaak (Vansina 1959),,1
Bushoong,fat,mǔut (Bastin et al 1999),,1
Bushoong,feather,laʃal (Bastin et al 1999),,19
Bushoong,finger,nnyɛɛm (Vansina 1959),,12
Bushoong,fire,tey (Bastin et al 1999),,10
Bushoong,fish,ʃwey (Bastin et al 1999),,1
Bushoong,fly,tuuŋ (Vansina 1959),,13
Bushoong,full,tɔ́,,10
Bushoong,full,yool (Bastin et al 1999),,1
Bushoong,give,yɛ́ɛ́k (Bastin et al 1999),,9
Bushoong,go to,yɛɛn (Vansina 1959),,1
Bushoong,hair,mw-ɔɔʃ,,16
Bushoong,hair,laɸu (Bastin et al 1999),,12
Bushoong,head,cwɛy (Bastin et al 1999),,1
Bushoong,hear,wóók (Bastin et al 1999),,1
Bushoong,heart,tém (Bastin et al 1999),,3
Bushoong,horn,ʃɛɛm,,15
Bushoong,horn,i-ʃɛk (Bastin et al 1999),,14
Bushoong,house,mbul,,11
Bushoong,house,ncuum (Vansina 1959),,2
Bushoong,kill,a-dyaak (Bastin et al 1999),,12
Bushoong,knee,íyooŋ ~ iyóoŋˈdy (Bastin et al 1999),,13
Bushoong,know,yéep (Bastin et al 1999),,1
Bushoong,laugh,a-ʃɛy (Vansina 1959),,1
Bushoong,leaf,laaʃ ~ káʃ (Bastin et al 1999),,27
Bushoong,leg,lakol (Bastin et al 1999),,10
Bushoong,liver,ma-bady (Bastin et al 1999),,14
Bushoong,long,tády (Bastin et al 1999),,2
Bushoong,louse,ʃidy (Bastin et al 1999),,15
Bushoong,man,nümy (PL: ba-lümy),,1
Bushoong,man,n-núŋ (PL: ba-lúŋ) (Bastin et al 1999),,22
Bushoong,many,bw(i)iky (Bastin et al 1999),,9
Bushoong,meat,ɲu (Bastin et al 1999),,2
Bushoong,milk,mabyɛɛl (Vansina 1959),,8
Bushoong,moon,gwɔɔn (Bastin et al 1999),,8
Bushoong,mountain,"ŋgon (montagne (hoogte), hauteur) ~ kwooncy (montagne (heuvel)) ~ nkwooc (montagne) (Bastin et al 1999)",,14
Bushoong,mouth,mu-ɲi ~ mu-ɲ (Bastin et al 1999),,2
Bushoong,name,dǐin (PL: mǐin) (Bastin et al 1999),,1
Bushoong,nail,by-yǎal (Bastin et al 1999),,1
Bushoong,neck,kiiŋ,,2
Bushoong,neck,ikɔ́l’l (Bastin et al 1999),,17
Bushoong,new,yɛɛm,,6
Bushoong,new,nngááŋ (Bastin et al 1999),,10
Bushoong,night,bu-tu (Bastin et al 1999),,7
Bushoong,nose,my-ǒol (Bastin et al 1999),,14
Bushoong,one,mɔ́cy (Bastin et al 1999),,1
Bushoong,path,bók (Bastin et al 1999),,5
Bushoong,person,moot ~ baat (Bastin et al 1999),,1
Bushoong,rain,mbúl (Bastin et al 1999),,1
Bushoong,rain (v),anɔ (Vansina 1959),,4
Bushoong,river,ncal (Vansina 1959),,21
Bushoong,root,mw-idy (Bastin et al 1999),,23
Bushoong,sand,ʃyɛ̌ɛŋi (Bastin et al 1999),,4
Bushoong,see,a-mɔ́n (Bastin et al 1999),,1
Bushoong,seed,laʃáaŋ ~ ʃááŋ (Bastin et al 1999),,14
Bushoong,short,kwi (Vansina 1959),,1
Bushoong,"sick, be",a-byɛɛl (Vansina 1959),,6
Bushoong,sit,a-ʃik (Bastin et al 1999),,16
Bushoong,skin,yɔ́p (Bastin et al 1999),,3
Bushoong,sleep (v),abem't ~ abet'm (Vansina 1959),,18
Bushoong,small,kyɛ́ɛk (Bastin et al 1999),,3
Bushoong,smoke,ɲiiŋ (Bastin et al 1999),,5
Bushoong,snake,ncwa (Vansina 1959),,1
Bushoong,speak,a-tɔɔt,,34
Bushoong,speak,a-lool (Vansina 1959),,35
Bushoong,stand,yéemˈt (Bastin et al 1999),,1
Bushoong,steal,a-ʃyɛɛm (Bastin et al 1999),,12
Bushoong,stone,mbɔk (Bastin et al 1999),,14
Bushoong,sun,i-táaŋ (Bastin et al 1999),,9
Bushoong,tail,ŋ-gél (Bastin et al 1999),,1
Bushoong,thirst,?,,?
Bushoong,tongue,i-nɛm (Bastin et al 1999),,1
Bushoong,tooth,dǐin (PL: mǐin) (Bastin et al 1999),,1
Bushoong,tree,téy ~ ntéy (Bastin et al 1999),,4
Bushoong,two,pey (Bastin et al 1999),,3
Bushoong,walk,yɛɛn,,1
Bushoong,walk,buuŋ (Bastin et al 1999),,12
Bushoong,water,mǎaʃ (Bastin et al 1999),,1
Bushoong,what,kéy (Bastin et al 1999),,1
Bushoong,white,yɛ̌ɛm (Bastin et al 1999),,18
Bushoong,who,ɲɛ́ɲi (Bastin et al 1999),,1
Bushoong,wind,mpyɛɛp,,5
Bushoong,wind,muuŋ,,11
Bushoong,woman,gáát (PL: báat),,2
Kiyombi,all,boosu,,10
Kiyombi,arm,k-ooku,,1
Kiyombi,ashes,li-buufu,,17
Kiyombi,bark,lu-ula ~ tsi-wuula,,2
Kiyombi,belly,ki-βumu,,1
Kiyombi,big,neni,,1
Kiyombi,bird,nuni ~ tsi-nuni,,1
Kiyombi,bite,ku-tebila,,8
Kiyombi,black,fyoota,,20
Kiyombi,blood,meenga,,14
Kiyombi,bone,mu-vesi,,10
Kiyombi,breast,li-beeni,,2
Kiyombi,burn,ku-βiika,,1
Kiyombi,cloud,li-duunga,,26
Kiyombi,cold,kyootsi,,28
Kiyombi,come,kw-iitsa,,1
Kiyombi,dig,sikə,,23
Kiyombi,die,ku-fwa,,1
Kiyombi,dog,mbwa ~ tsimbwa,,1
Kiyombi,drink,ku-nwa,,1
Kiyombi,dry,yuma,,1
Kiyombi,ear,ku-tu,,1
Kiyombi,eat,ku-lya,,1
Kiyombi,egg,ly-aki,,1
Kiyombi,egg,ma-ki,,
Kiyombi,elephant,ndzawu ~ ntsawu,,1
Kiyombi,eye,li-ɛɛso,,1
Kiyombi,fall,bwa,,1
Kiyombi,fat,mafuta,,1
Kiyombi,feather,li-funi,,21
Kiyombi,finger,ndzalə,,2
Kiyombi,fire,mbaatsu,,8
Kiyombi,fish,mbitsi masi,,5
Kiyombi,fly,ndzi,,1
Kiyombi,full,waala (plein),,2
Kiyombi,full,kuwaatsi (se remplir),,2
Kiyombi,give,ku-βaana,,8
Kiyombi,go to,ɛɛndə,,1
Kiyombi,hair,mw-iika,,14
Kiyombi,head,mu-tu,,1
Kiyombi,hear,kuwu,,1
Kiyombi,heart,mu-tima,,3
Kiyombi,horn,li-siki,,14
Kiyombi,house,ndzu,,7
Kiyombi,kill,ku-βoonda,,13
Kiyombi,knee,li-kungulu,,16
Kiyombi,know,ku-zaaba,,1
Kiyombi,laugh,sɛβə,,4
Kiyombi,leaf,li-kayi,,28
Kiyombi,leg,kuulu (PL: maalu),,10
Kiyombi,liver,mboombu,,17
Kiyombi,long,kula,,1
Kiyombi,louse,tsina,,1
Kiyombi,man,li-bakala,,20
Kiyombi,many,mpaampa,,10
Kiyombi,meat,mbitsi,,5
Kiyombi,milk,mi-leembu,,19
Kiyombi,moon,ngoondi,,8
Kiyombi,mountain,m-oongu,,14
Kiyombi,mouth,mu-nu,,2
Kiyombi,name,li-tsina,,1
Kiyombi,nail,lu-ngongulu,,12
Kiyombi,neck,ki-menu,,18
Kiyombi,new,moona,,7
Kiyombi,night,bwiilu,,5
Kiyombi,nose,li-yilu,,1
Kiyombi,one,mosi,,1
Kiyombi,path,nzila,,1
Kiyombi,person,muu-ntu,,1
Kiyombi,rain,mvula,,1
Kiyombi,rain (v),nokə,,4
Kiyombi,river,iilə,,21
Kiyombi,root,u-ngaansi,,24
Kiyombi,sand,mu-seengilini,,4
Kiyombi,see,ku-mona,,1
Kiyombi,seed,ki-meni,,15
Kiyombi,short,nkufi,,1
Kiyombi,"sick, be",beela,,6
Kiyombi,sit,ku-kala,,1
Kiyombi,skin,mu-kaanda,,6
Kiyombi,sleep (v),nuukə,,17
Kiyombi,small,kyo,,3
Kiyombi,smoke,mw-iisi,,1
Kiyombi,snake,yi-nyoka,,1
Kiyombi,speak,tubə,,35
Kiyombi,stand,ku-telema (se mettre debout),,3
Kiyombi,steal,iba,,1
Kiyombi,stone,li-mani,,2
Kiyombi,sun,ntaangu,,10
Kiyombi,tail,mu-kila,,1
Kiyombi,thirst,?,,?
Kiyombi,tongue,lu-limi,,1
Kiyombi,tooth,ly-ɛɛnu,,1
Kiyombi,tree,mu-ti,,4
Kiyombi,two,wali,,3
Kiyombi,walk,kw-eenda,,1
Kiyombi,water,masi,,1
Kiyombi,what,?,,?
Kiyombi,white,ku-βembuka,,18
Kiyombi,who,na,,1
Kiyombi,wind,mpeemu,,12
Kiyombi,woman,mu-kyeentu,,2
Nzebi,all,bootʃi,,1
Nzebi,arm,xɔ́-ɔ̀xɔ̀,,1
Nzebi,ashes,lə̀-fùtù,,18
Nzebi,bark,lə̀-súùŋgú,,24
Nzebi,belly,mò-òyì,,19
Nzebi,big,bù-nɛ̂nɛ̀,,1
Nzebi,bird,ɲodí,,1
Nzebi,bite,kâxà,,9
Nzebi,black,pììndà,,21
Nzebi,blood,ndziiná,,15
Nzebi,bone,lə̀-šiʃí,,10
Nzebi,breast,lə̀bɛ́ɛ̀nɛ̀,,2
Nzebi,burn,ɲɛ̀ɛ̀ŋgɛ̀,,21
Nzebi,cloud,ì-pômá,,27
Nzebi,cold,mɔ̀ɔ̀sɔ̀,,28
Nzebi,come,yà ~ yààdà,,1
Nzebi,dig,u-boka,,24
Nzebi,die,kua ~ kúàdà,,1
Nzebi,dog,m-vúɛ̀ndí ~ bà-mvúɛ̀ndí,,5
Nzebi,drink,ɲɔ ~ ɲɔ́ɔ̀dɔ̀,,1
Nzebi,dry,kâɲà,,10
Nzebi,ear,lə̀-tʃúi,,1
Nzebi,eat,tʃa ~ tʃáàdà,,1
Nzebi,egg,lə̀-mvûŋgú,,17
Nzebi,elephant,nzoga,,1
Nzebi,eye,dí-ìsà,,1
Nzebi,fall,u-raga,,7
Nzebi,fat,mɛɛdí,,9
Nzebi,feather,lə̀-sâlà,,19
Nzebi,finger,mu-lemba,,13
Nzebi,fire,mbùaxà,,12
Nzebi,fish,tʃúi,,1
Nzebi,fly,?,,?
Nzebi,full,bààsà,,9
Nzebi,give,šɛ ~ šɛ́ɛ̀dɛ̀ ~ šɛɛdɛ,,7
Nzebi,go to,"yenda (marcher, partir)",,2
Nzebi,hair,lə̀-náàŋgá * náàŋgá,,15
Nzebi,head,mù-tsuɛ́,,1
Nzebi,hear,yôxà,,1
Nzebi,heart,mù-têmà,,3
Nzebi,horn,tséèmbà,,15
Nzebi,house,nzɔ,,7
Nzebi,kill,bòmà,,14
Nzebi,knee,lə̀-bɔ́ɔ̀ŋgɔ́,,13
Nzebi,know,yáàbà,,1
Nzebi,laugh,u-saba,,4
Nzebi,leaf,lə̀-kâyá,,28
Nzebi,leg,xuulú,,10
Nzebi,liver,lə̀-bɛ̀lì,,14
Nzebi,long,bù-là,,1
Nzebi,louse,tʃìnà,,1
Nzebi,man,lə̀-bǎxəlà,,20
Nzebi,many,kunu,,11
Nzebi,meat,ɲàmà,,1
Nzebi,milk,ma-bɛne,,8
Nzebi,moon,tsúùŋgí,,7
Nzebi,mountain,mù-kɔ́ɔ̀ŋgɔ́,,15
Nzebi,mouth,mù-ɲɔ̀,,2
Nzebi,name,ndoxá,,9
Nzebi,nail,lə̀-ɲâdà * ɲâdà,,1
Nzebi,neck,lə̀-kíìŋgá,,1
Nzebi,new,nà maanza,,8
Nzebi,night,bù-tsûxù,,1
Nzebi,nose,lə̀-yûlu,,1
Nzebi,one,mɔ́,,1
Nzebi,path,ndzilá * mà-ndzilá,,1
Nzebi,person,mùù-tù * bàà-tà,,1
Nzebi,rain,mvûlù,,1
Nzebi,rain (v),u-nɔɡɔ,,4
Nzebi,river,nzɛli,,21
Nzebi,root,mù-kɛŋgí,,22
Nzebi,sand,mù-sɛ̂xɛ̀,,1
Nzebi,sand,mù-ɲéèŋgà,,4
