Language_ID,Concept_ID,Form,Comment,Cognateset
Kuvale,milk,omɑ-hini,,2
Kuvale,moon,omw-ɛði,,1
Kuvale,mountain,o-mpʰundɑ,,6
Kuvale,mouth,omu-lungu,,6
Kuvale,name,ɛnːɑ,,1
Kuvale,nail,olu-n̻ɑnɑ,,1
Kuvale,neck,o-θiŋgo,,1
Kuvale,new,otʃi-pɛ,,1
Kuvale,night,okoː-twiki,,1
Kuvale,nose,e:-julu,,1
Kuvale,one,mɔʃi:,,1
Kuvale,path,o-n̻d̻ilɑ,,1
Kuvale,person,omu-ntʰu,,1
Kuvale,rain,o-n̪ðilɑ,,4
Kuvale,rain (v),oku-lɔkɑ,,4
Kuvale,river,o-mpʰupɑ,,12
Kuvale,root,omu-ði,,4
Kuvale,sand,ɛ-hɛkɛ,,1
Kuvale,see,oku-tɑlɑ,,4
Kuvale,seed,?,,?
Kuvale,short,otʃi-θupi,,1
Kuvale,"sick, be",oku-ʋelɑ,,6
Kuvale,sit,oku-ponwɑ,,9
Kuvale,skin,oti̻pɑ,,4
Kuvale,sleep (v),oku-lɑːpo,,1
Kuvale,small,otʃi-nunu,,7
Kuvale,smoke,omw-ɛθi,,1
Kuvale,snake,ɔ-n̻ukɑ,,1
Kuvale,speak,oku-pɔpjɑ,,12
Kuvale,stand,oku-liɛlɑ,,5
Kuvale,steal,oku-vɑkɑ,,3
Kuvale,stone,ɛ-we (stone),,1
Kuvale,sun,ɛ-tɑŋgo,,5
Kuvale,tail,omu-ti̻lɑ,,1
Kuvale,thirst,o-n̻utɑ,,1
Kuvale,tongue,ɛ-lɑkɑ,,2
Kuvale,tooth,e-jo,,2
Kuvale,tree,omu-ti,,4
Kuvale,two,vɑliː,,3
Kuvale,walk,?,,?
Kuvale,water,omɑːndɛ,,1
Kuvale,what,?,,?
Kuvale,white,otʃi-pɛmbɑi,,10
Kuvale,who,?,,?
Kuvale,wind,o-mpʰɛpo,,5
Kuvale,woman,omu-kɑe,,2
Mbadja,all,oʃihe,,1
Mbadja,arm,?,,?
Mbadja,ashes,omnte,,1
Mbadja,bark,?,,?
Mbadja,belly,?,,?
Mbadja,big,oʃinene,,1
Mbadja,bird,oʃidila,,2
Mbadja,bite,okulumata,,2
Mbadja,black,?,,?
Mbadja,blood,ohonde,,3
Mbadja,bone,ekipa,,6
Mbadja,breast,?,,?
Mbadja,burn,okupja,,1
Mbadja,cloud,oʃikoː,,10
Mbadja,cold,outalala,,15
Mbadja,come,okuːja (come from),,1
Mbadja,dig,okufa,,17
Mbadja,die,okufja,,1
Mbadja,dog,ombwa,,1
Mbadja,drink,okunwa,,1
Mbadja,dry,?,,?
Mbadja,ear,?,,?
Mbadja,eat,okulja,,1
Mbadja,egg,e-i,,1
Mbadja,elephant,?,,?
Mbadja,eye,eihoː,,1
Mbadja,fall,oku-punduka,,2
Mbadja,fat,omadi (oil),,2
Mbadja,feather,eː-ɲa,,9
Mbadja,finger,om-nwe,,1
Mbadja,fire,om-ndilo,,1
Mbadja,fish,?,,?
Mbadja,fly,?,,?
Mbadja,full,?,,?
Mbadja,give,oku-jadʒa,,6
Mbadja,go to,oku-ja,,1
Mbadja,hair,?,,?
Mbadja,head,ompe,,5
Mbadja,hear,okuː-da,,2
Mbadja,heart,ontʰima,,3
Mbadja,horn,oluʋiŋga,,10
Mbadja,house,e-umbo,,2
Mbadja,kill,oku-dipaː,,1
Mbadja,knee,o-ŋgolo,,2
Mbadja,know,oku-ʃiːʋa,,1
Mbadja,laugh,oku-jola,,3
Mbadja,leaf,e-fo,,10
Mbadja,leg,?,,?
Mbadja,liver,?,,?
Mbadja,long,?,,1
Mbadja,louse,?,,?
Mbadja,man,om-n̥men̥u,,9
Mbadja,many,oʃinzi,,1
Mbadja,meat,o-mbelela,,4
Mbadja,milk,oma-hini,,2
Mbadja,moon,o-hani,,4
Mbadja,mountain,ondudu,,1
Mbadja,mouth,?,,?
Mbadja,name,e-dina,,1
Mbadja,nail,oʃi-patu,,5
Mbadja,neck,?,,?
Mbadja,new,oʃi-pe,,1
Mbadja,night,?,,?
Mbadja,nose,e-julu,,1
Mbadja,one,imwe,,1
Mbadja,path,ondzila,,1
Mbadja,person,om-n̥u,,1
Mbadja,rain,o-dula,,1
Mbadja,rain (v),oku-loka,,4
Mbadja,river,om-loŋga,,5
Mbadja,root,om-di,,4
Mbadja,sand,e-heke,,1
Mbadja,see,oku-tala,,4
Mbadja,seed,?,,?
Mbadja,short,oʃi-hupi,,1
Mbadja,"sick, be",?,,?
Mbadja,sit,oku-kala ontʰumba,,1
Mbadja,skin,oʃipa,,4
Mbadja,sleep (v),okunaŋgala,,3
Mbadja,small,oʃi-niki,,16
Mbadja,smoke,omw-ifi,,1
Mbadja,snake,?,,?
Mbadja,speak,oku-popja,,12
Mbadja,stand,oku-kalaofika,,2
Mbadja,steal,oku-ʋaka,,3
Mbadja,stone,?,,?
Mbadja,sun,e-taŋgo,,5
Mbadja,tail,om-ʃila,,1
Mbadja,thirst,e-nota,,1
Mbadja,tongue,e-laka,,2
Mbadja,tooth,e-jo:,,2
Mbadja,tree,om-ti,,4
Mbadja,two,mbalyi,,3
Mbadja,walk,?,,?
Mbadja,water,omeʋa,,3
Mbadja,what,?,,?
Mbadja,white,?,,?
Mbadja,who,?,,?
Mbadja,wind,o-n̟po,,2
Mbadja,woman,om-likadi,,2
Kwanyama,all,she,,1
Kwanyama,arm,okw-ooko,,1
Kwanyama,ashes,omu-te,,1
Kwanyama,bark,"e-peta (bark, peel)",,6
Kwanyama,belly,e-dimo,,5
Kwanyama,big,nene,,1
Kwanyama,bird,oshi-dila (big bird),,2
Kwanyama,bite,lumata,,2
Kwanyama,black,?,,?
Kwanyama,blood,o-honde,,3
Kwanyama,bone,e-kipa,,6
Kwanyama,breast,e-vele,,2
Kwanyama,burn,xwika,,1
Kwanyama,cloud,oshi-lemo,,3
Kwanyama,cold,o-utalala,,15
Kwanyama,come,uya,,1
Kwanyama,dig,"fa (resemble, dig)",,17
Kwanyama,dig,xupa (dig),,17
Kwanyama,die,fya,,1
Kwanyama,dog,om-bwa,,1
Kwanyama,drink,nwa,,1
Kwanyama,dry,"kukutu (dry, hard)",,2
Kwanyama,ear,oku-twi,,1
Kwanyama,eat,lya,,1
Kwanyama,egg,e-i,,1
Kwanyama,elephant,kahenge,,4
Kwanyama,elephant,"on-djabha (elephant, insect sp.)",,3
Kwanyama,eye,e-isho,,1
Kwanyama,fall,wa,,1
Kwanyama,fat,"oma-adi (oil, fat)",,2
Kwanyama,feather,olw-enya,,9
Kwanyama,finger,"omu-nwe (finger, toe)",,1
Kwanyama,fire,omu-ndilo,,1
Kwanyama,fish,o-shi,,1
Kwanyama,fly,"o-di (fly, sheep)",,1
Kwanyama,full,"yada (fill, become full)",,2
Kwanyama,give,pa,,1
Kwanyama,go to,ya,,1
Kwanyama,hair,o-xwiki,,1
Kwanyama,head,omu-twe,,1
Kwanyama,hear,"uda (hear, feel)",,2
Kwanyama,heart,omu-tima,,3
Kwanyama,horn,olu-vinga,,10
Kwanyama,house,e-umbo,,2
Kwanyama,kill,dipaa,,1
Kwanyama,knee,"on-golo (knee, joint)",,2
Kwanyama,know,shii (know),,1
Kwanyama,know,"shiiva (know, learn)",,1
Kwanyama,laugh,yola,,3
Kwanyama,leaf,e-fo,,10
Kwanyama,leg,oku-ulu,,10
Kwanyama,liver,e-xuli,,3
Kwanyama,long,"le (long, high, tall, deep)",,1
Kwanyama,louse,o-na,,1
Kwanyama,man,omu-lumenhu (man),,1
Kwanyama,man,omu-shamane (man),,23
Kwanyama,many,hapu,,4
Kwanyama,meat,om-belela (< velela 'dip food'),,4
Kwanyama,milk,oma-shini,,2
Kwanyama,moon,o-hani,,4
Kwanyama,mountain,om-hunda,,6
Kwanyama,mouth,oka-nya,,2
Kwanyama,name,e-dina,,1
Kwanyama,nail,"olu-nyala (claw, fingernail)",,1
Kwanyama,neck,o-fingo,,1
Kwanyama,new,pe,,1
Kwanyama,night,ou-fiku,,1
Kwanyama,nose,e-yulu,,1
Kwanyama,one,kashi,,1
Kwanyama,one,mwe,,
Kwanyama,path,on-djila (way),,1
Kwanyama,person,omu-nhu,,1
Kwanyama,rain,"o-dula (rain, year)",,1
Kwanyama,rain (v),loka,,4
Kwanyama,river,omu-longa,,5
Kwanyama,root,omu-di,,4
Kwanyama,sand,e-heke (coarse sand),,1
Kwanyama,see,wete,,5
Kwanyama,seed,om-buto,,1
Kwanyama,short,"xupi (short, few)",,1
Kwanyama,"sick, be",vela,,6
Kwanyama,sit,?,,?
Kwanyama,skin,oshi-pa,,4
Kwanyama,sleep (v),kofa,,9
Kwanyama,small,nini,,4
Kwanyama,smoke,omw-ifi,,1
Kwanyama,snake,e-yoka,,1
Kwanyama,speak,popya,,12
Kwanyama,stand,fikama (stand up),,2
Kwanyama,steal,vaka,,3
Kwanyama,stone,"e-manya (stone, rock)",,2
Kwanyama,sun,e-tango,,5
Kwanyama,tail,omu-shila,,1
Kwanyama,thirst,e-nota,,1
Kwanyama,tongue,"e-laka (tongue, language)",,2
Kwanyama,tooth,e-yoo,,2
Kwanyama,tree,omu-ti,,4
Kwanyama,two,vali,,3
Kwanyama,walk,enda,,1
Kwanyama,water,om-eva,,3
Kwanyama,what,shi-ke,,1
Kwanyama,white,toka,,11
Kwanyama,who,lye,,2
Kwanyama,wind,om-hepo,,5
Kwanyama,woman,"omu-kulukadi (woman, wife)",,2
Mbalanhu,all,he,,1
Mbalanhu,arm,okw-ooko,,1
Mbalanhu,ashes,omu-toko,,16
Mbalanhu,bark,oma-peta,,6
Mbalanhu,belly,e-zimo,,5
Mbalanhu,big,nene,,1
Mbalanhu,bird,oka-vila,,2
Mbalanhu,bite,luamata,,2
Mbalanhu,black,lauve,,27
Mbalanhu,blood,om-bizi,,17
Mbalanhu,bone,e-sipa,,6
Mbalanhu,breast,e-undji,,9
Mbalanhu,burn,oku-lilikila,,24
Mbalanhu,cloud,oshi-koo,,10
Mbalanhu,cold,talala (of weather),,15
Mbalanhu,come,ila,,1
Mbalanhu,dig,?,,?
Mbalanhu,die,sa,,1
Mbalanhu,dog,om-bwa,,1
Mbalanhu,drink,nwa,,1
Mbalanhu,dry,kukuta (to dry),,2
Mbalanhu,ear,oku-twi,,1
Mbalanhu,eat,lya,,1
Mbalanhu,egg,ei,,1
Mbalanhu,elephant,?,,?
Mbalanhu,eye,e-iho,,1
Mbalanhu,fall,?,,?
Mbalanhu,fat,e-ondo,,11
Mbalanhu,feather,olw-enya,,9
Mbalanhu,finger,?,,?
Mbalanhu,fire,omu-ndilo,,1
Mbalanhu,fish,?,,?
Mbalanhu,fly,?,,?
Mbalanhu,full,uva,,13
Mbalanhu,give,andja,,11
Mbalanhu,go to,uwa,,4
Mbalanhu,hair,ee-huki,,1
Mbalanhu,head,omu-twe,,1
Mbalanhu,hear,uva,,2
Mbalanhu,heart,omu-tima,,3
Mbalanhu,horn,olw-iinga,,10
Mbalanhu,house,kaandje,,12
Mbalanhu,kill,ndipaa,,1
Mbalanhu,knee,on-golo,,2
Mbalanhu,know,shiwa,,1
Mbalanhu,laugh,?,,?
Mbalanhu,leaf,e-fo,,10
Mbalanhu,leg,oku-ulu,,10
Mbalanhu,liver,e-hwili,,3
Mbalanhu,long,le,,1
Mbalanhu,louse,ona,,1
Mbalanhu,man,omu-lumenhu,,1
Mbalanhu,many,indji,,1
Mbalanhu,meat,om-belela,,4
Mbalanhu,milk,?,,?
Mbalanhu,moon,omw-evi,,1
Mbalanhu,mountain,on-dundu,,1
Mbalanhu,mouth,oka-nya,,2
Mbalanhu,name,e-vina,,1
Mbalanhu,nail,oshi-panyala,,1
Mbalanhu,neck,o-fingo,,1
Mbalanhu,new,?,,?
Mbalanhu,night,ou-siku,,1
Mbalanhu,nose,e-ulu,,1
Mbalanhu,one,mwe,,1
Mbalanhu,path,on-djila,,1
Mbalanhu,person,omu-nhu,,1
Mbalanhu,rain,o-vula,,1
Mbalanhu,rain (v),?,,?
Mbalanhu,river,?,,?
Mbalanhu,root,omu-vi,,4
Mbalanhu,sand,e-fululu,,18
Mbalanhu,see,mona,,1
Mbalanhu,seed,om-buto,,1
Mbalanhu,short,?,,?
Mbalanhu,"sick, be",?,,?
Mbalanhu,sit,oku-kalomutumba,,1
Mbalanhu,skin,oshi-pa (human skin),,4
Mbalanhu,sleep (v),oku-nangala,,3
Mbalanhu,small,nhiki,,16
Mbalanhu,smoke,omw-ifi,,1
Mbalanhu,snake,?,,?
Mbalanhu,speak,?,,?
Mbalanhu,stand,fikama,,2
Mbalanhu,steal,?,,?
Mbalanhu,stone,?,,?
Mbalanhu,sun,e-tango,,5
Mbalanhu,tail,omu-shila,,1
Mbalanhu,thirst,?,,?
Mbalanhu,tongue,e-laka,,2
Mbalanhu,tooth,e-yoo,,2
Mbalanhu,tree,omu-ti,,4
Mbalanhu,two,mbali,,3
Mbalanhu,walk,enda,,1
Mbalanhu,water,om-eya,,3
Mbalanhu,what,shishi,,1
Mbalanhu,white,toka,,11
Mbalanhu,who,lye,,2
Mbalanhu,wind,?,,?
Mbalanhu,woman,omu-likavi,,2
Herero,all,he,,1
Herero,arm,oku-oko,,1
Herero,ashes,omu-twe,,1
Herero,bark,omu-huva,,12
Herero,bark,otji-tatu,,13
Herero,belly,e-zumo,,1
Herero,big,nene,,1
Herero,big,twezu,,6
Herero,bird,onðera,,2
Herero,bite,rumata,,2
Herero,black,zorondu ~ zorozu,,11
Herero,blood,ombinðu,,9
Herero,bone,e-θupa,,1
Herero,breast,e-vere,,2
Herero,burn,pya,,1
Herero,cloud,otji-kamba,,11
Herero,cold,ombepera,,9
Herero,cold,otjikaka,,19
Herero,cold,outarazu,,15
Herero,come,ya,,1
Herero,dig,hupura (deep pit),,18
Herero,dig,sa (shallow pit),,1
Herero,die,θa,,1
Herero,dog,ombwa,,1
Herero,drink,nwa,,1
Herero,dry,kukutu,,2
Herero,ear,oku-twi,,1
Herero,eat,rya,,1
Herero,egg,e-i,,1
Herero,elephant,on-djou,,1
Herero,eye,eho,,1
Herero,fall,wa,,1
Herero,fat,omaze,,2
Herero,feather,e-inya,,9
Herero,finger,omu-nwe,,1
Herero,fire,omu-riro,,1
Herero,fish,e-hundju,,7
Herero,fly,o-nðe,,1
Herero,full,urisa (fill),,1
Herero,give,pa,,1
Herero,go to,ya (go),,1
Herero,go to,hungama (go to),,10
Herero,hair,e-inya,,7
Herero,head,otji-uru,,4
Herero,hear,"zuva (hear, understand)",,1
Herero,heart,omu-tima,,3
Herero,horn,?,,?
Herero,house,on-djuwo,,1
Herero,kill,koza,,5
Herero,kill,zepa,,1
Herero,knee,on-goro,,2
Herero,know,tjiwa,,1
Herero,laugh,yora,,3
Herero,leaf,e-so,,10
Herero,leg,oku-rama,,4
Herero,leg,etji-ryo,,5
Herero,liver,e-huri,,3
Herero,long,re,,1
Herero,louse,o-na,,1
Herero,man,omu-rumendu,,1
Herero,many,(i)ngi,,1
Herero,meat,o-nyama,,1
Herero,milk,oma-ihi,,1
Herero,moon,omu-eze,,1
Herero,mountain,on-dundu,,1
Herero,mouth,otji-nyo,,2
Herero,name,e-na,,1
Herero,nail,o-nyara,,1
Herero,neck,e-ngoti,,1
Herero,neck,o-sengo,,5
Herero,new,pe,,1
Herero,night,ou-θuku,,1
Herero,nose,e-uru,,1
Herero,one,mwe,,1
Herero,path,on-djira,,1
Herero,person,omu-ndu,,1
Herero,rain,?,,?
Herero,rain (v),roka,,4
Herero,river,on-ðonðu,,13
Herero,root,omu-ze,,4
Herero,sand,e-heke,,1
Herero,see,muna,,1
Herero,seed,on-dwi,,4
Herero,short,supi,,1
Herero,"sick, be",vera,,6
Herero,sit,haama,,4
Herero,skin,omu-kova,,3
Herero,sleep (v),rara,,1
Herero,small,θiθi,,6
Herero,small,θikona,,17
Herero,smoke,omu-ise,,1
Herero,snake,o-nyoka,,1
Herero,speak,"hungira (say, talk)",,15
Herero,stand,kurama (stand),,4
Herero,steal,vaka,,3
Herero,stone,e-we,,1
Herero,sun,e-yuva,,1
Herero,tail,omu-tjira,,1
Herero,thirst,o-nyota,,1
Herero,tongue,e-raka,,2
Herero,tooth,e-yo,,2
Herero,tree,omu-ti,,4
Herero,two,mbari,,3
Herero,walk,wondja,,1
Herero,water,omeva,,3
Herero,what,?,,?
Herero,white,vapa,,12
Herero,who,an̪i,,1
Herero,wind,ombepo,,5
Herero,woman,omu-kazendu,,2
Namibian_Yeyi,all,koo,,8
Namibian_Yeyi,arm,?,,?
Namibian_Yeyi,ashes,mu-twe,,1
Namibian_Yeyi,bark,li-pandi,,1
Namibian_Yeyi,belly,uwu-ra (intestines),,4
Namibian_Yeyi,big,kuru,,3
Namibian_Yeyi,bird,tj-iini,,1
Namibian_Yeyi,bite,rumata,,2
Namibian_Yeyi,black,sipa,,1
Namibian_Yeyi,blood,ma-rwapa,,1
Namibian_Yeyi,bone,shi-fupa,,1
Namibian_Yeyi,breast,li-bere,,2
Namibian_Yeyi,burn,piya,,1
Namibian_Yeyi,cloud,lu-dzundzo,,12
Namibian_Yeyi,cold,totura (be cold),,11
Namibian_Yeyi,come,ya,,1
Namibian_Yeyi,dig,sa,,1
Namibian_Yeyi,die,fwa,,1
Namibian_Yeyi,dog,mbwa,,1
Namibian_Yeyi,drink,nwa,,1
Namibian_Yeyi,dry,"kukuta (be dry, hard)",,2
Namibian_Yeyi,dry,pwa (dry up),,6
Namibian_Yeyi,ear,ku-ti,,1
Namibian_Yeyi,eat,lya,,1
Namibian_Yeyi,egg,yi,,1
Namibian_Yeyi,elephant,ndjovo,,1
Namibian_Yeyi,eye,l-isho,,1
Namibian_Yeyi,fall,wa,,1
Namibian_Yeyi,fat,"ama-zi (fat, oil)",,2
Namibian_Yeyi,feather,"uw-aya (feathers, fur)",,1
Namibian_Yeyi,finger,mu-ne,,1
Namibian_Yeyi,fire,mu-nduro,,1
Namibian_Yeyi,fish,zu-nshwi,,1
Namibian_Yeyi,fly,in-dzi,,1
Namibian_Yeyi,full,yira (be/become full),,1
Namibian_Yeyi,give,pa,,1
Namibian_Yeyi,go to,yenda,,2
Namibian_Yeyi,hair,ru-nshishi,,2
Namibian_Yeyi,head,mu-shoro,,4
Namibian_Yeyi,hear,yuvwa,,1
Namibian_Yeyi,heart,um-oyo,,1
Namibian_Yeyi,horn,?,,?
Namibian_Yeyi,house,in-djuwo,,1
Namibian_Yeyi,kill,bbura,,2
Namibian_Yeyi,knee,li-dzi,,1
Namibian_Yeyi,know,yiba,,1
Namibian_Yeyi,laugh,sheka,,1
Namibian_Yeyi,leaf,ma-papa (leaves),,11
Namibian_Yeyi,leg,"lu-kondo (leg, foot)",,6
Namibian_Yeyi,liver,li-ne,,6
Namibian_Yeyi,long,re,,1
Namibian_Yeyi,louse,?,,?
Namibian_Yeyi,man,mu-nyana,,19
Namibian_Yeyi,many,ndji,,1
Namibian_Yeyi,meat,i-nyama,,1
Namibian_Yeyi,milk,ma-shita,,9
Namibian_Yeyi,moon,umw-ezi,,1
Namibian_Yeyi,mountain,"lu-rundu (mountain, heap)",,1
Namibian_Yeyi,mouth,shu-poro,,7
Namibian_Yeyi,mouth,"mu-romo (outer mouth, lips)",,1
Namibian_Yeyi,name,li-na,,1
Namibian_Yeyi,nail,?,,?
Namibian_Yeyi,neck,?,,?
Namibian_Yeyi,new,piya,,1
Namibian_Yeyi,night,ma-suku,,1
Namibian_Yeyi,nose,lu-yuro,,1
Namibian_Yeyi,one,ǀhiki,,3
Namibian_Yeyi,path,n-djira,,1
Namibian_Yeyi,person,umu-tu,,1
Namibian_Yeyi,rain,im-vura,,1
Namibian_Yeyi,rain (v),na,,2
Namibian_Yeyi,river,mu-rwanga,,5
Namibian_Yeyi,root,ru-zi,,4
Namibian_Yeyi,sand,mu-tj'awu,,6
Namibian_Yeyi,see,mwana,,1
Namibian_Yeyi,seed,?,,?
Namibian_Yeyi,short,fupi,,1
Namibian_Yeyi,"sick, be",mashira,,11
Namibian_Yeyi,sit,sikama (sit down),,4
Namibian_Yeyi,skin,?,,?
Namibian_Yeyi,sleep (v),khwama (sleep),,10
Namibian_Yeyi,sleep (v),"rangara (sleep, lie down)",,3
Namibian_Yeyi,small,nǀ'ene,,18
Namibian_Yeyi,smoke,umu-si,,1
Namibian_Yeyi,snake,i-nywaka,,1
Namibian_Yeyi,speak,hweta,,16
Namibian_Yeyi,stand,yima (stand up),,1
Namibian_Yeyi,steal,yiba,,1
Namibian_Yeyi,stone,lu-we,,1
Namibian_Yeyi,sun,l-iiba,,1
Namibian_Yeyi,tail,?,,?
Namibian_Yeyi,thirst,li-nata,,1
Namibian_Yeyi,tongue,ru-lime,,1
Namibian_Yeyi,tooth,il-ino,,1
Namibian_Yeyi,tree,mu-ti,,4
Namibian_Yeyi,two,biri,,1
Namibian_Yeyi,walk,enda,,1
Namibian_Yeyi,water,am-i,,1
Namibian_Yeyi,what,inkya,,1
Namibian_Yeyi,white,in-hwe,,3
Namibian_Yeyi,who,aani,,1
Namibian_Yeyi,wind,mu-pupo,,2
Namibian_Yeyi,woman,mu-kazi,,2
Botswana_Yeyi,all,koo,,8
Botswana_Yeyi,arm,ingoro (field notes),,2
Botswana_Yeyi,ashes,mi-twe,,1
Botswana_Yeyi,bark,ldi-pande,,1
Botswana_Yeyi,belly,ldi-!'owo,,12
Botswana_Yeyi,belly,wu-ra,,4
Botswana_Yeyi,big,g!uldi,,7
Botswana_Yeyi,bird,i-nyini,,1
Botswana_Yeyi,bite,rumata,,2
Botswana_Yeyi,black,sipa,,1
Botswana_Yeyi,blood,ma-ropa,,1
Botswana_Yeyi,bone,ka-fupa,,1
Botswana_Yeyi,breast,ldi-yere,,2
Botswana_Yeyi,burn,piya,,1
Botswana_Yeyi,cloud,ma-dzundzu,,12
Botswana_Yeyi,cold,ma-totura (cold),,11
Botswana_Yeyi,come,ya,,1
Botswana_Yeyi,dig,sa,,1
Botswana_Yeyi,die,fwa,,1
Botswana_Yeyi,die,swa,,1
Botswana_Yeyi,dog,umbwa,,1
Botswana_Yeyi,drink,nwa,,1
Botswana_Yeyi,dry,pwa,,6
Botswana_Yeyi,ear,ku-ti,,1
Botswana_Yeyi,eat,lda,,1
Botswana_Yeyi,egg,ldi-yi,,1
Botswana_Yeyi,elephant,u-ndjovo,,1
Botswana_Yeyi,eye,ild-isho,,1
Botswana_Yeyi,fall,wa,,1
Botswana_Yeyi,fat,ama-zi,,2
Botswana_Yeyi,feather,"uw-aya (wool, fur, feathers)",,1
Botswana_Yeyi,feather,ldiya (feather),,1
Botswana_Yeyi,finger,mu-ne,,1
Botswana_Yeyi,fire,mu-ndiro,,1
Botswana_Yeyi,fish,zi-nshwi,,1
Botswana_Yeyi,fly,i-ndzi,,1
Botswana_Yeyi,full,yira (become full),,1
Botswana_Yeyi,give,pa,,1
Botswana_Yeyi,go to,yenda,,2
Botswana_Yeyi,hair,zin-shwishi,,1
Botswana_Yeyi,head,mu-shoro,,4
Botswana_Yeyi,hear,yuvwa,,1
Botswana_Yeyi,heart,um-oyo,,1
Botswana_Yeyi,horn,rusinga (field notes),,3
Botswana_Yeyi,house,in-djuwo,,1
Botswana_Yeyi,kill,bura,,2
Botswana_Yeyi,knee,ldi-dzi,,1
Botswana_Yeyi,know,yiwa,,1
Botswana_Yeyi,laugh,sheka,,1
Botswana_Yeyi,leaf,ldi-papa,,11
Botswana_Yeyi,leg,mu-nǀu (leg),,7
Botswana_Yeyi,leg,shi-kondo (foot),,6
Botswana_Yeyi,liver,ldi-nye,,6
Botswana_Yeyi,long,repa (elongate),,1
Botswana_Yeyi,louse,ina,,1
Botswana_Yeyi,man,mu-nyana,,19
Botswana_Yeyi,many,ndji,,1
Botswana_Yeyi,meat,inyama,,1
Botswana_Yeyi,milk,ma-shuta,,9
Botswana_Yeyi,moon,ukwezi,,1
Botswana_Yeyi,mountain,ldi-rundu,,1
Botswana_Yeyi,mouth,shi-phawu,,7
Botswana_Yeyi,mouth,shi-phoo,,8
Botswana_Yeyi,name,ldi-na,,1
Botswana_Yeyi,nail,ruara (field notes),,1
Botswana_Yeyi,neck,i-nsungo,,1
Botswana_Yeyi,new,piya,,1
Botswana_Yeyi,night,ma-suku,,1
Botswana_Yeyi,nose,ldi-yiro,,1
Botswana_Yeyi,one,ǀhiki,,3
Botswana_Yeyi,path,indjira,,1
Botswana_Yeyi,person,umu-tu,,1
Botswana_Yeyi,rain,i-nvura,,1
Botswana_Yeyi,rain (v),na,,2
Botswana_Yeyi,river,mu-rwanga,,5
Botswana_Yeyi,root,i-ndzi,,4
Botswana_Yeyi,sand,mu-zhana,,20
Botswana_Yeyi,see,mwana,,1
Botswana_Yeyi,seed,imbeyu,,2
Botswana_Yeyi,short,fupi,,1
Botswana_Yeyi,"sick, be",mashira,,11
Botswana_Yeyi,sit,sikama,,4
Botswana_Yeyi,skin,shi-kayi,,1
Botswana_Yeyi,sleep (v),rangara,,3
Botswana_Yeyi,sleep (v),khoma,,10
Botswana_Yeyi,small,zi-nǀeenine (little),,18
Botswana_Yeyi,smoke,umu-si,,1
Botswana_Yeyi,snake,i-nywaka,,1
Botswana_Yeyi,speak,hweta,,16
Botswana_Yeyi,stand,yima (stand up),,1
Botswana_Yeyi,steal,yiwa,,1
Botswana_Yeyi,stone,shi-we,,1
Botswana_Yeyi,sun,ldiiwa,,1
Botswana_Yeyi,tail,mu-kira,,1
Botswana_Yeyi,thirst,ldi-nata,,1
Botswana_Yeyi,tongue,ru-ldime,,1
Botswana_Yeyi,tooth,ldi-no,,1
Botswana_Yeyi,tree,mu-ti,,4
Botswana_Yeyi,two,yiri,,1
Botswana_Yeyi,walk,enda,,1
Botswana_Yeyi,water,aam-i,,1
Botswana_Yeyi,what,shi-kya,,1
Botswana_Yeyi,white,hwe,,3
Botswana_Yeyi,who,yani,,1
Botswana_Yeyi,wind,mu-pupo,,2
Botswana_Yeyi,woman,mu-gǁekwa,,2
Botswana_Yeyi,woman,mu-kazi,,12
Zezuru,all,?,,?
Zezuru,arm,ru-oko,,1
Zezuru,ashes,dota,,2
Zezuru,bark,gwati,,7
Zezuru,belly,nhumbu (stomach),,8
Zezuru,big,?,,?
Zezuru,bird,shiri,,5
Zezuru,bite,ruma,,2
Zezuru,black,?,,?
Zezuru,blood,ropa,,1
Zezuru,bone,bondo,,7
Zezuru,breast,zam,,4
Zezuru,burn,tsva (intr),,1
Zezuru,burn,pisa (tr),,1
Zezuru,cloud,gore,,13
Zezuru,cold,?,,?
Zezuru,come,?,,?
Zezuru,dig,chera,,9
Zezuru,die,ru-fu (death),,1
Zezuru,dog,imbwa,,1
Zezuru,drink,nwa,,1
Zezuru,dry,chakawoma,,1
Zezuru,ear,nzewe,,2
Zezuru,eat,jga,,1
Zezuru,egg,zayi,,6
Zezuru,elephant,nzou,,1
Zezuru,eye,ziso,,1
Zezuru,fall,wa,,1
Zezuru,fat,ma-futa (oil),,1
Zezuru,feather,gushe,,10
Zezuru,feather,m-vere,,11
Zezuru,finger,mu-nwe,,1
Zezuru,fire,m-oto,,2
Zezuru,fish,hove,,8
Zezuru,fly,nhunzi,,1
Zezuru,full,zadza (fill),,2
Zezuru,give,pa,,1
Zezuru,go to,enda,,2
Zezuru,hair,bvudzi,,8
Zezuru,head,mu-soro,,4
Zezuru,hear,nzwa,,1
Zezuru,heart,mw-oyo,,1
Zezuru,horn,nyanga,,1
Zezuru,house,?,,?
Zezuru,kill,uraya,,2
Zezuru,knee,i-bvi,,1
Zezuru,know,ziva,,1
Zezuru,laugh,seka,,1
Zezuru,leaf,zanhi,,12
Zezuru,leg,gumbo,,8
Zezuru,liver,?,,?
Zezuru,long,?,,?
Zezuru,louse,?,,?
Zezuru,man,mu-rume,,1
Zezuru,many,?,,?
