Form_ID,Cognateset_ID,Cognate_ID,Comment
1475,"sick, be2",1475,
1476,sit1,1476,
1477,skin2,1477,
1478,sleep (v)1,1478,
1479,sleep (v)5,1479,
1480,small1,1480,
1481,small1,1481,
1482,small1,1482,
1483,smoke1,1483,
1484,snake1,1484,
1485,speak1,1485,
1486,stand12,1486,
1487,steal1,1487,
1488,stone1,1488,
1489,sun1,1489,
1490,tail11,1490,
1491,thirst1,1491,
1492,tongue1,1492,
1493,tooth1,1493,
1494,tree4,1494,
1495,two1,1495,
1496,walk9,1496,
1497,water1,1497,
1498,what1,1498,
1499,white2,1499,
1500,who1,1500,
1501,wind9,1501,
1502,wind3,1502,
1503,wind10,1503,
1504,woman14,1504,
1505,all1,1505,
1506,arm1,1506,
1507,ashes1,1507,
1508,bark1,1508,
1509,belly1,1509,
1510,big1,1510,
1511,bird1,1511,
1512,bite1,1512,
1513,black1,1513,
1514,blood1,1514,
1515,bone1,1515,
1516,breast1,1516,
1517,burn1,1517,
1518,burn9,1518,
1519,cloud1,1519,
1520,cold11,1520,
1521,cold9,1521,
1522,come1,1522,
1523,dig1,1523,
1524,die1,1524,
1525,dog1,1525,
1526,drink1,1526,
1527,dry1,1527,
1528,ear1,1528,
1529,eat1,1529,
1530,egg1,1530,
1531,elephant1,1531,
1532,eye1,1532,
1533,fall1,1533,
1534,fat1,1534,
1535,feather1,1535,
1536,finger1,1536,
1537,fire1,1537,
1538,fish1,1538,
1539,fly1,1539,
1540,full1,1540,
1541,give1,1541,
1542,give1,1542,
1543,go to1,1543,
1544,hair1,1544,
1545,head1,1545,
1546,hear1,1546,
1547,heart1,1547,
1548,horn1,1548,
1549,house1,1549,
1550,kill1,1550,
1551,knee1,1551,
1552,know1,1552,
1553,laugh1,1553,
1554,leaf1,1554,
1555,leg1,1555,
1556,liver1,1556,
1557,long1,1557,
1558,louse1,1558,
1559,man1,1559,
1560,many1,1560,
1561,meat1,1561,
1562,milk1,1562,
1563,moon1,1563,
1564,mountain1,1564,
1565,mouth1,1565,
1566,mouth2,1566,
1567,name1,1567,
1568,nail1,1568,
1569,neck1,1569,
1570,new1,1570,
1571,night1,1571,
1572,nose1,1572,
1573,one2,1573,
1574,path1,1574,
1575,person1,1575,
1576,rain1,1576,
1577,rain (v)1,1577,
1578,river1,1578,
1579,root1,1579,
1580,sand1,1580,
1581,see1,1581,
1582,seed1,1582,
1583,short1,1583,
1584,"sick, be2",1584,
1585,sit1,1585,
1586,skin1,1586,
1587,sleep (v)1,1587,
1588,small3,1588,
1589,smoke1,1589,
1590,snake1,1590,
1591,speak1,1591,
1592,stand1,1592,
1593,steal1,1593,
1594,stone1,1594,
1595,sun1,1595,
1596,tail1,1596,
1597,thirst1,1597,
1598,tongue1,1598,
1599,tooth1,1599,
1600,tree1,1600,
1601,two1,1601,
1602,walk1,1602,
1603,water1,1603,
1604,what1,1604,
1605,white4,1605,
1606,who1,1606,
1607,wind2,1607,
1608,woman2,1608,
1609,all1,1609,
1611,ashes20,1611,
1614,big16,1614,
1615,bird1,1615,
1616,bite1,1616,
1617,black1,1617,
1618,blood1,1618,
1621,burn1,1621,
1622,cloud30,1622,
1624,come1,1624,
1625,dig1,1625,
1626,die1,1626,
1627,dog1,1627,
1628,drink1,1628,
1629,dry1,1629,
1630,ear1,1630,
1631,eat1,1631,
1632,egg1,1632,
1633,elephant1,1633,
1634,eye1,1634,
1636,fat1,1636,
1638,finger1,1638,
1639,fire1,1639,
1640,fish1,1640,
1641,fly1,1641,
1643,give1,1643,
1645,hair1,1645,
1647,hear1,1647,
1650,house1,1650,
1651,kill1,1651,
1652,knee1,1652,
1653,know1,1653,
1654,laugh1,1654,
1658,long1,1658,
1659,louse1,1659,
1660,man1,1660,
1661,many1,1661,
1662,meat1,1662,
1664,moon1,1664,
1667,name1,1667,
1669,neck1,1669,
1671,night1,1671,
1672,nose1,1672,
1673,one1,1673,
1674,path1,1674,
1675,person1,1675,
1676,rain1,1676,
1677,rain (v)1,1677,
1678,river1,1678,
1681,see1,1681,
1682,seed17,1682,
1683,short1,1683,
1684,"sick, be2",1684,
1685,sit1,1685,
1687,sleep (v)1,1687,
1688,small4,1688,
1689,smoke1,1689,
1690,snake1,1690,
1691,speak1,1691,
1693,steal1,1693,
1695,sun1,1695,
1697,thirst1,1697,
1698,tongue1,1698,
1699,tooth1,1699,
1700,tree1,1700,
1701,two1,1701,
1702,walk1,1702,
1703,water1,1703,
1704,what1,1704,
1705,white4,1705,
1706,who1,1706,
1707,wind2,1707,
1708,woman2,1708,
1709,all1,1709,
1710,arm1,1710,
1713,belly1,1713,
1714,big1,1714,
1715,bird1,1715,
1716,bite2,1716,
1717,black1,1717,
1719,bone1,1719,
1721,burn1,1721,
1723,cold9,1723,
1724,come1,1724,
1725,dig1,1725,
1726,die1,1726,
1727,dog1,1727,
1728,drink1,1728,
1729,dry1,1729,
1730,ear1,1730,
1731,eat1,1731,
1733,elephant1,1733,
1734,eye1,1734,
1735,fall1,1735,
1736,fat1,1736,
1737,feather12,1737,
1739,fire1,1739,
1742,full1,1742,
1743,give1,1743,
1744,go to1,1744,
1746,head1,1746,
1747,hear1,1747,
1750,house3,1750,
1751,kill1,1751,
1753,know1,1753,
1754,laugh1,1754,
1756,leg1,1756,
1758,long1,1758,
1759,louse1,1759,
1760,man1,1760,
1761,many1,1761,
1762,meat1,1762,
1763,milk1,1763,
1764,moon1,1764,
1768,nail1,1768,
1769,neck1,1769,
1770,new1,1770,
1771,night1,1771,
1772,nose16,1772,
1775,person1,1775,
1776,rain1,1776,
1777,rain (v)1,1777,
1778,river25,1778,
1779,river5,1779,
1782,see1,1782,
1783,seed1,1783,
1784,short1,1784,
1785,"sick, be10",1785,
1786,sit1,1786,
1787,skin29,1787,
1788,sleep (v)1,1788,
1789,small4,1789,
1791,snake1,1791,
1792,speak1,1792,
1793,stand1,1793,
1795,stone1,1795,
1796,sun1,1796,
1797,tail1,1797,
1799,tongue1,1799,
1800,tooth1,1800,
1801,tree1,1801,
1802,two1,1802,
1803,walk1,1803,
1804,water1,1804,
1805,what1,1805,
1807,who1,1807,
1809,woman2,1809,
1810,all2,1810,
1811,arm1,1811,
1812,ashes2,1812,
1813,bark7,1813,
1814,bark21,1814,
1815,belly2,1815,
1816,big2,1816,
1817,bird1,1817,
1818,bird1,1818,
1819,bite2,1819,
1820,black26,1820,
1821,blood4,1821,
1822,bone2,1822,
1823,breast2,1823,
1824,burn10,1824,
1825,burn1,1825,
1826,cloud2,1826,
1827,cold25,1827,
1828,come1,1828,
1829,come1,1829,
1830,dig2,1830,
1831,die1,1831,
1832,dog1,1832,
1833,drink1,1833,
1834,dry1,1834,
1835,ear2,1835,
1836,eat1,1836,
1838,elephant1,1838,
1839,eye1,1839,
1840,fall1,1840,
1841,fat1,1841,
1842,feather2,1842,
1843,feather3,1843,
1844,finger1,1844,
1845,fire1,1845,
1846,fish2,1846,
1847,fly1,1847,
1848,fly1,1848,
1849,full2,1849,
1850,give1,1850,
1851,go to1,1851,
1852,hair2,1852,
1853,head2,1853,
1854,hear2,1854,
1855,heart2,1855,
1856,horn1,1856,
1857,house7,1857,
1858,kill2,1858,
1859,knee2,1859,
1860,know1,1860,
1861,laugh1,1861,
1862,leaf2,1862,
1863,leg2,1863,
1864,liver2,1864,
1865,long1,1865,
1866,louse2,1866,
1867,man2,1867,
1868,many2,1868,
1869,meat1,1869,
1870,milk1,1870,
1871,moon1,1871,
1872,mountain1,1872,
1873,mouth1,1873,
1874,mouth3,1874,
1875,name2,1875,
1876,nail1,1876,
1877,neck2,1877,
1878,new1,1878,
1879,night1,1879,
1880,nose2,1880,
1881,one2,1881,
1882,path1,1882,
1883,person1,1883,
1884,rain1,1884,
1885,rain (v)2,1885,
1886,river2,1886,
1887,root1,1887,
1888,sand2,1888,
1889,see1,1889,
1890,seed2,1890,
1891,short1,1891,
1892,"sick, be7",1892,
1893,"sick, be14",1893,
1894,sit2,1894,
1895,skin2,1895,
1896,sleep (v)2,1896,
1897,small4,1897,
1898,smoke1,1898,
1899,snake1,1899,
1900,speak2,1900,
1901,stand1,1901,
1902,steal2,1902,
1903,stone1,1903,
1904,sun2,1904,
1905,tail2,1905,
1906,thirst1,1906,
1907,tongue1,1907,
1908,tooth1,1908,
1909,tree2,1909,
1910,two3,1910,
1911,walk5,1911,
1912,water1,1912,
1913,what1,1913,
1914,white3,1914,
1915,who1,1915,
1916,wind4,1916,
1917,woman2,1917,
1918,all4,1918,
1919,arm1,1919,
1920,ashes1,1920,
1921,bark2,1921,
1922,belly3,1922,
1923,belly4,1923,
1924,big1,1924,
1925,bird2,1925,
1926,bite1,1926,
1927,black4,1927,
1928,black5,1928,
1929,blood3,1929,
1930,bone1,1930,
1932,burn1,1932,
1933,cloud3,1933,
1934,cold12,1934,
1935,cold13,1935,
1936,come1,1936,
1937,dig3,1937,
1938,die1,1938,
1939,dog1,1939,
1940,drink1,1940,
1941,dry2,1941,
1942,dry2,1942,
1943,dry6,1943,
1944,ear1,1944,
1945,eat1,1945,
1946,egg2,1946,
1947,elephant1,1947,
1948,eye1,1948,
1949,fall1,1949,
1950,fat2,1950,
1951,feather4,1951,
1952,finger2,1952,
1953,fire1,1953,
1954,fish1,1954,
1955,fly1,1955,
1956,full1,1956,
1957,give1,1957,
1958,go to2,1958,
1959,hair1,1959,
1960,head1,1960,
1961,hear1,1961,
1962,heart3,1962,
1963,horn10,1963,
1964,house1,1964,
1965,kill1,1965,
1966,knee1,1966,
1967,knee2,1967,
1968,know1,1968,
1969,laugh2,1969,
1970,leaf3,1970,
1971,leg10,1971,
1972,liver3,1972,
1973,long1,1973,
1974,louse2,1974,
1975,man1,1975,
1977,meat1,1977,
1978,milk2,1978,
1979,moon1,1979,
1980,mountain1,1980,
1981,mouth2,1981,
1982,name1,1982,
1983,nail1,1983,
1984,neck1,1984,
1985,neck3,1985,
1986,new1,1986,
1987,night1,1987,
1988,nose1,1988,
1989,one1,1989,
1990,path1,1990,
1991,person1,1991,
1992,rain1,1992,
1993,rain (v)4,1993,
1994,river3,1994,
1995,root2,1995,
1996,sand1,1996,
1997,see1,1997,
1998,seed1,1998,
1999,short1,1999,
2000,"sick, be5",2000,
2001,"sick, be6",2001,
2002,sit1,2002,
2003,skin3,2003,
2004,skin4,2004,
2005,sleep (v)3,2005,
2006,sleep (v)1,2006,
2007,small6,2007,
2008,smoke1,2008,
2009,snake1,2009,
2010,speak1,2010,
2011,speak3,2011,
2012,stand1,2012,
2013,steal3,2013,
2014,stone1,2014,
2015,sun1,2015,
2016,tail1,2016,
2017,thirst1,2017,
2018,tongue2,2018,
2019,tooth2,2019,
2020,tree3,2020,
2021,two1,2021,
2022,walk1,2022,
2023,water2,2023,
2024,what1,2024,
2025,white2,2025,
2026,who2,2026,
2027,wind5,2027,
2028,woman2,2028,
2029,woman5,2029,
2030,all5,2030,
2031,arm1,2031,
2032,ashes3,2032,
2033,bark2,2033,
2034,belly5,2034,
2035,belly3,2035,
2036,big1,2036,
2037,bird2,2037,
2038,bite1,2038,
2039,black4,2039,
2040,black1,2040,
2041,blood3,2041,
2042,bone1,2042,
2043,breast2,2043,
2044,burn1,2044,
2045,cloud3,2045,
2046,cold14,2046,
2047,come1,2047,
2048,dig3,2048,
2049,die1,2049,
2050,dog1,2050,
2051,drink1,2051,
2052,dry2,2052,
2053,dry6,2053,
2054,ear1,2054,
2055,eat1,2055,
2056,egg2,2056,
2057,elephant1,2057,
2058,eye1,2058,
2059,fall1,2059,
2060,fat2,2060,
2062,finger2,2062,
2063,fire1,2063,
2064,fish1,2064,
2065,fly1,2065,
2066,full1,2066,
2067,full3,2067,
2068,give2,2068,
2069,go to1,2069,
2070,hair1,2070,
2071,head1,2071,
2072,hear1,2072,
2073,heart3,2073,
2074,horn10,2074,
2075,house1,2075,
2076,kill1,2076,
2077,knee2,2077,
2078,know1,2078,
2079,laugh3,2079,
2080,leaf3,2080,
2081,leg10,2081,
2082,liver3,2082,
2083,long1,2083,
2084,louse2,2084,
2085,man3,2085,
2086,many1,2086,
2087,meat1,2087,
2088,milk2,2088,
2089,moon1,2089,
2090,mountain1,2090,
2091,mouth2,2091,
2092,name1,2092,
2093,nail1,2093,
2094,neck1,2094,
2095,new1,2095,
2096,night1,2096,
2097,nose1,2097,
2098,one1,2098,
2099,path1,2099,
2100,person1,2100,
2101,rain1,2101,
2102,rain (v)4,2102,
2103,river3,2103,
2104,root2,2104,
2105,root3,2105,
2106,sand1,2106,
2107,sand3,2107,
2108,see1,2108,
2109,seed1,2109,
2110,short1,2110,
2111,"sick, be6",2111,
2112,sit3,2112,
2113,skin4,2113,
2114,sleep (v)1,2114,
2115,sleep (v)4,2115,
2116,small7,2116,
2117,smoke1,2117,
2118,snake1,2118,
2119,speak4,2119,
2120,stand2,2120,
2121,steal3,2121,
2122,steal4,2122,
2123,stone2,2123,
2124,sun1,2124,
2125,tail1,2125,
2126,thirst1,2126,
2127,tongue2,2127,
2128,tooth2,2128,
2129,tree4,2129,
2130,two3,2130,
2131,walk1,2131,
2132,water2,2132,
2133,what1,2133,
2134,white6,2134,
2135,who2,2135,
2136,wind5,2136,
2137,woman2,2137,
2138,all6,2138,
2139,arm1,2139,
2140,ashes1,2140,
2141,bark2,2141,
2142,belly3,2142,
2143,big3,2143,
2144,bird1,2144,
2145,bite1,2145,
2146,black,2146,
2147,black2,2147,
2148,blood5,2148,
2149,bone3,2149,
2150,breast2,2150,
2151,burn1,2151,
2152,cloud2,2152,
2153,cold13,2153,
2154,come1,2154,
2155,dig3,2155,
2156,die1,2156,
2157,dog1,2157,
2158,drink1,2158,
2159,dry,2159,
2160,dry2,2160,
2161,ear1,2161,
2162,eat1,2162,
2163,egg3,2163,
2164,elephant1,2164,
2165,eye1,2165,
2166,fall1,2166,
2167,fat2,2167,
2168,feather5,2168,
2169,finger1,2169,
2170,fire1,2170,
2171,fish1,2171,
2172,fly1,2172,
2173,full2,2173,
2174,give1,2174,
2175,go to2,2175,
2176,hair1,2176,
2177,head1,2177,
2178,hear1,2178,
2179,heart3,2179,
2180,horn2,2180,
2181,house1,2181,
2182,kill1,2182,
2183,knee1,2183,
2184,know3,2184,
2185,laugh1,2185,
2186,leaf3,2186,
2187,leg10,2187,
2188,liver3,2188,
2189,long1,2189,
2190,louse2,2190,
2191,man1,2191,
2192,man4,2192,
2193,many1,2193,
2194,meat1,2194,
2195,milk3,2195,
2196,moon2,2196,
2197,mountain1,2197,
2198,mouth1,2198,
2199,mouth,2199,
2200,name1,2200,
2201,nail1,2201,
2202,neck1,2202,
2203,new1,2203,
2204,night1,2204,
2205,nose1,2205,
2206,one1,2206,
2207,path1,2207,
2208,person1,2208,
2209,rain1,2209,
2210,rain (v)4,2210,
2211,river4,2211,
2212,root4,2212,
2213,sand1,2213,
2214,see1,2214,
2215,seed1,2215,
2216,short1,2216,
2217,"sick, be7",2217,
2218,"sick, be3",2218,
2219,sit1,2219,
2220,skin5,2220,
2221,sleep (v)1,2221,
2222,small8,2222,
2223,smoke1,2223,
2224,snake1,2224,
2225,speak1,2225,
2226,stand1,2226,
2227,steal1,2227,
2228,stone1,2228,
2229,sun1,2229,
2230,tail1,2230,
2231,thirst1,2231,
2232,tongue1,2232,
2233,tooth2,2233,
2234,tree3,2234,
2235,two3,2235,
2236,walk1,2236,
2237,water1,2237,
2238,what1,2238,
2239,white2,2239,
2240,who2,2240,
2241,wind5,2241,
2242,woman6,2242,
2243,woman5,2243,
2244,woman2,2244,
2245,all1,2245,
2246,arm5,2246,
2247,ashes1,2247,
2248,bark2,2248,
2249,belly1,2249,
2250,big1,2250,
2251,bird2,2251,
2252,bite1,2252,
2254,blood4,2254,
2255,bone1,2255,
2256,breast2,2256,
2257,burn6,2257,
2259,cold11,2259,
2260,come1,2260,
2261,dig4,2261,
2262,die1,2262,
2263,dog1,2263,
2264,drink1,2264,
2265,dry1,2265,
2266,ear1,2266,
2267,eat1,2267,
2268,egg5,2268,
2269,elephant3,2269,
2270,eye1,2270,
2271,fall1,2271,
2272,fat2,2272,
2273,feather14,2273,
2274,finger1,2274,
2275,fire6,2275,
2276,fish1,2276,
2278,full2,2278,
2279,give3,2279,
2280,go to1,2280,
2281,hair1,2281,
2282,head1,2282,
2283,hear9,2283,
2284,heart3,2284,
2285,horn8,2285,
2286,house5,2286,
2287,kill1,2287,
2288,knee9,2288,
2289,know8,2289,
2290,laugh1,2290,
2291,leaf10,2291,
2292,leg14,2292,
2293,liver8,2293,
2294,long1,2294,
2295,louse11,2295,
2296,man3,2296,
2297,many3,2297,
2298,meat4,2298,
2299,milk15,2299,
2300,moon1,2300,
2301,mountain4,2301,
2302,mouth2,2302,
2303,name1,2303,
2304,nail1,2304,
2305,neck5,2305,
2306,neck1,2306,
2307,new1,2307,
2308,night1,2308,
2309,nose1,2309,
2310,one1,2310,
2311,path1,2311,
2312,person1,2312,
2313,rain1,2313,
2314,rain (v)4,2314,
2315,river5,2315,
2316,root5,2316,
2317,root4,2317,
2318,sand1,2318,
2319,see1,2319,
2320,seed1,2320,
2321,short1,2321,
2322,"sick, be8",2322,
2323,sit4,2323,
2324,skin3,2324,
2325,sleep (v)5,2325,
2326,sleep (v)6,2326,
2327,small9,2327,
2328,smoke1,2328,
2329,snake1,2329,
2330,speak5,2330,
2331,stand1,2331,
2332,steal1,2332,
2333,stone3,2333,
2334,sun3,2334,
2335,tail1,2335,
2336,thirst2,2336,
2337,tongue1,2337,
2338,tooth2,2338,
2339,tooth3,2339,
2340,tree3,2340,
2341,two1,2341,
2342,walk1,2342,
2343,water1,2343,
2344,what1,2344,
2346,who1,2346,
2347,wind5,2347,
2348,woman7,2348,
2349,all7,2349,
2350,arm1,2350,
2351,arm6,2351,
2352,ashes10,2352,
2353,bark17,2353,
2354,belly13,2354,
2355,big13,2355,
2356,big18,2356,
2357,bird1,2357,
2358,bite2,2358,
2359,black19,2359,
2360,blood1,2360,
2361,bone1,2361,
2362,breast2,2362,
2363,burn6,2363,
2364,burn3,2364,
2365,burn11,2365,
2366,cloud4,2366,
2367,cold9,2367,
2368,cold15,2368,
2369,come1,2369,
2370,dig5,2370,
2371,die1,2371,
2372,dog1,2372,
2373,drink1,2373,
2374,dry1,2374,
2375,ear1,2375,
2376,eat1,2376,
2377,egg11,2377,
2378,elephant1,2378,
2379,eye2,2379,
2380,fall1,2380,
2381,fat1,2381,
2382,feather1,2382,
2383,finger3,2383,
2384,fire2,2384,
2385,fish1,2385,
2386,fly9,2386,
2387,full1,2387,
2388,give1,2388,
2389,go to4,2389,
2390,hair3,2390,
2391,head1,2391,
2392,hear3,2392,
2393,heart7,2393,
2394,horn9,2394,
2395,house2,2395,
2396,kill8,2396,
2397,kill10,2397,
2398,knee10,2398,
2399,know4,2399,
2400,laugh1,2400,
2401,leaf12,2401,
2402,leg11,2402,
2403,liver6,2403,
2404,long2,2404,
2405,louse12,2405,
2406,man17,2406,
2407,many1,2407,
2408,meat1,2408,
2409,milk16,2409,
2410,moon1,2410,
2411,mountain3,2411,
2412,mouth2,2412,
2413,name5,2413,
2414,nail1,2414,
2415,neck5,2415,
2416,new1,2416,
2417,new,2417,
2418,night2,2418,
2419,nose4,2419,
2420,one1,2420,
2421,path1,2421,
2422,person1,2422,
2423,rain1,2423,
2424,rain (v)3,2424,
2425,river1,2425,
2426,root4,2426,
2427,sand4,2427,
2428,see1,2428,
2429,see2,2429,
2430,seed2,2430,
2431,short3,2431,
2432,"sick, be9",2432,
2433,sit1,2433,
2434,skin4,2434,
2435,skin6,2435,
2436,skin7,2436,
2437,sleep (v)7,2437,
2438,small10,2438,
2439,smoke1,2439,
2440,snake1,2440,
2441,speak6,2441,
2442,stand1,2442,
2443,steal1,2443,
2444,steal5,2444,
2445,stone1,2445,
2446,sun1,2446,
2447,tail3,2447,
2448,tail4,2448,
2449,tail5,2449,
2450,thirst3,2450,
2451,tongue1,2451,
2452,tooth1,2452,
2453,tree5,2453,
2454,two1,2454,
2455,walk1,2455,
2456,water1,2456,
2457,what1,2457,
2458,white2,2458,
2459,who1,2459,
2460,wind6,2460,
2461,wind5,2461,
2462,woman1,2462,
2463,all1,2463,
2464,arm1,2464,
2465,ashes1,2465,
2466,bark18,2466,
2467,bark11,2467,
2468,belly1,2468,
2469,big3,2469,
2470,bird1,2470,
2471,bite1,2471,
2472,black24,2472,
2473,blood1,2473,
2474,bone1,2474,
2475,breast2,2475,
2476,burn6,2476,
2477,burn1,2477,
2478,cloud5,2478,
2479,cold15,2479,
2480,come1,2480,
2481,dig2,2481,
2482,die1,2482,
2483,dog1,2483,
2484,drink1,2484,
2485,dry1,2485,
2486,ear1,2486,
2487,eat1,2487,
2488,egg21,2488,
2489,elephant1,2489,
2490,eye1,2490,
2491,fall1,2491,
2492,fat1,2492,
2493,feather22,2493,
2494,finger1,2494,
2495,fire1,2495,
2496,fish14,2496,
2497,fly1,2497,
2498,full1,2498,
2499,give1,2499,
2500,go to1,2500,
2501,hair2,2501,
2502,head1,2502,
2503,hear15,2503,
2504,heart3,2504,
2505,horn8,2505,
2506,house3,2506,
2507,kill1,2507,
2508,knee18,2508,
2509,know1,2509,
2510,laugh1,2510,
2511,leaf30,2511,
2512,leg10,2512,
2513,liver18,2513,
2514,long2,2514,
2515,louse2,2515,
2516,man1,2516,
2517,many1,2517,
2518,meat1,2518,
2519,milk6,2519,
2520,moon1,2520,
2521,mountain4,2521,
2522,mouth2,2522,
2523,name1,2523,
2524,nail1,2524,
2525,neck5,2525,
2526,new1,2526,
2527,night1,2527,
2528,nose17,2528,
2529,one1,2529,
2530,path1,2530,
2531,person1,2531,
2532,rain1,2532,
2533,rain (v)4,2533,
2534,river27,2534,
2535,root27,2535,
2536,sand4,2536,
2537,see1,2537,
2538,seed3,2538,
2539,seed2,2539,
2540,short1,2540,
2541,"sick, be2",2541,
2542,sit1,2542,
2543,skin6,2543,
2544,sleep (v)1,2544,
2545,small7,2545,
2546,small3,2546,
2547,smoke1,2547,
2548,snake1,2548,
2549,speak37,2549,
2550,stand1,2550,
2551,steal1,2551,
2552,stone1,2552,
2553,sun1,2553,
2554,tail1,2554,
2555,thirst6,2555,
2556,tongue1,2556,
2557,tooth1,2557,
2558,tree4,2558,
2559,two1,2559,
2560,walk1,2560,
2561,water1,2561,
2562,what1,2562,
2563,white21,2563,
2564,who1,2564,
2565,wind10,2565,
2566,wind2,2566,
2567,woman2,2567,
2568,all1,2568,
2569,arm1,2569,
2570,ashes1,2570,
2571,bark1,2571,
2572,bark18,2572,
2573,belly4,2573,
2574,belly4,2574,
2575,belly23,2575,
2576,big3,2576,
2577,bird1,2577,
2578,bite1,2578,
2579,black24,2579,
2580,blood1,2580,
2581,bone1,2581,
2582,breast2,2582,
2583,burn6,2583,
2584,burn3,2584,
2585,burn1,2585,
2586,cloud5,2586,
2587,cold9,2587,
2588,come1,2588,
2589,dig8,2589,
2590,die1,2590,
2591,dog1,2591,
2592,drink1,2592,
2593,dry1,2593,
2594,ear1,2594,
2595,eat1,2595,
2596,egg20,2596,
2597,elephant1,2597,
2598,eye1,2598,
2599,fall8,2599,
2600,fall1,2600,
2601,fat1,2601,
2602,feather22,2602,
2603,finger1,2603,
2604,fire1,2604,
2605,fish14,2605,
2606,fly1,2606,
2607,full1,2607,
2608,give1,2608,
2609,go to1,2609,
2610,hair2,2610,
2611,head1,2611,
2612,hear15,2612,
2613,heart3,2613,
2614,horn8,2614,
2615,house3,2615,
2616,kill1,2616,
2617,knee18,2617,
2618,know1,2618,
2619,laugh1,2619,
2620,leaf30,2620,
2621,leg10,2621,
2622,leg18,2622,
2623,liver18,2623,
2624,long2,2624,
2625,louse2,2625,
2626,man1,2626,
2627,many1,2627,
2628,meat8,2628,
2629,meat1,2629,
2630,milk22,2630,
2631,moon1,2631,
2632,mountain4,2632,
2633,mouth2,2633,
2634,name1,2634,
2635,nail1,2635,
2636,neck5,2636,
2637,new12,2637,
2638,night1,2638,
2639,nose17,2639,
2640,one1,2640,
2641,path1,2641,
2642,person1,2642,
2643,rain1,2643,
2644,rain8,2644,
2645,rain (v)4,2645,
2646,river26,2646,
2647,river5,2647,
2648,root17,2648,
2649,sand4,2649,
2650,see1,2650,
2651,seed1,2651,
2652,short1,2652,
2653,"sick, be2",2653,
2654,sit1,2654,
2655,skin6,2655,
2656,sleep (v)1,2656,
2657,small4,2657,
2658,small3,2658,
2659,small30,2659,
2660,smoke1,2660,
2661,snake1,2661,
2662,speak8,2662,
2663,speak1,2663,
2664,stand1,2664,
2665,steal1,2665,
2666,stone1,2666,
2667,sun1,2667,
2668,tail1,2668,
2669,thirst6,2669,
2670,tongue5,2670,
2671,tooth1,2671,
2672,tree4,2672,
2673,two1,2673,
2674,walk1,2674,
2675,water7,2675,
2676,what4,2676,
2677,white4,2677,
2678,who1,2678,
2679,wind2,2679,
2680,woman2,2680,
2681,all1,2681,
2682,arm4,2682,
2683,ashes2,2683,
2684,bark18,2684,
2685,belly17,2685,
2686,big1,2686,
2687,bird1,2687,
2688,bite2,2688,
2689,black1,2689,
2690,blood1,2690,
2691,bone1,2691,
2692,breast8,2692,
2693,burn1,2693,
2694,cloud5,2694,
2695,cold11,2695,
2696,come1,2696,
2697,dig14,2697,
2698,die1,2698,
2699,dog1,2699,
2700,drink1,2700,
2701,dry1,2701,
2702,ear1,2702,
2703,eat1,2703,
2704,egg1,2704,
2705,elephant1,2705,
2706,eye1,2706,
2707,fall1,2707,
2708,fat1,2708,
2709,feather12,2709,
2710,finger1,2710,
2711,fire1,2711,
2712,fish1,2712,
2713,fly1,2713,
2714,full1,2714,
2715,give1,2715,
2716,go to1,2716,
2717,hair10,2717,
2718,head1,2718,
2719,hear12,2719,
2720,heart1,2720,
2721,horn7,2721,
2722,house3,2722,
2723,kill1,2723,
2724,knee9,2724,
2725,know1,2725,
2726,laugh1,2726,
2727,leaf22,2727,
2728,leg14,2728,
2729,liver6,2729,
2730,long5,2730,
2731,louse1,2731,
2732,man18,2732,
2733,many1,2733,
2734,meat1,2734,
2735,milk17,2735,
2736,moon1,2736,
2737,mountain4,2737,
2738,mouth2,2738,
2739,name1,2739,
2740,nail1,2740,
2741,neck1,2741,
2742,new1,2742,
2743,night1,2743,
2744,nose9,2744,
2745,one1,2745,
2746,path1,2746,
2747,person1,2747,
2748,rain1,2748,
2749,rain (v)4,2749,
2750,river5,2750,
2751,root6,2751,
2752,sand5,2752,
2753,see1,2753,
2754,seed3,2754,
2755,short1,2755,
2756,"sick, be10",2756,
2757,sit1,2757,
2758,skin6,2758,
2759,sleep (v)7,2759,
2760,small4,2760,
2761,smoke1,2761,
2762,snake1,2762,
2763,speak1,2763,
2764,stand1,2764,
2765,steal1,2765,
2766,stone1,2766,
2767,sun1,2767,
2768,tail1,2768,
2769,thirst1,2769,
2770,tongue2,2770,
2771,tooth1,2771,
2772,tree1,2772,
2773,two1,2773,
2774,walk1,2774,
2775,water1,2775,
2776,what1,2776,
2777,white4,2777,
2778,who1,2778,
2779,wind2,2779,
2780,woman2,2780,
2781,all1,2781,
2782,arm9,2782,
2783,ashes1,2783,
2784,bark18,2784,
2785,belly24,2785,
2786,belly7,2786,
2787,big16,2787,
2788,bird1,2788,
2789,bite2,2789,
2790,black1,2790,
2791,blood1,2791,
2792,bone1,2792,
2793,breast8,2793,
2794,burn7,2794,
2795,burn1,2795,
2796,cloud5,2796,
2797,cold11,2797,
2798,come1,2798,
2799,dig1,2799,
2800,die1,2800,
2801,dog1,2801,
2802,drink1,2802,
2803,dry1,2803,
2804,ear1,2804,
2805,eat1,2805,
2806,egg1,2806,
2807,egg,2807,
2808,elephant1,2808,
2809,eye1,2809,
2810,fall1,2810,
2811,fat1,2811,
2812,feather12,2812,
2813,finger1,2813,
2814,fire1,2814,
